record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
3801,cervical spinal cord (C6),,Mouse,PM35320722,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3802,cervical vagal afferents,,Rat,PM39031516,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3803,cervical ventral interneurons,cervical ventral interneurons,Mouse,PM35476640,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3804,CFA layer 5 pyramidal neurons,caudal forelimb area layer 5 pyramidal neurons,Mouse,PM34146469,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,0.9667,,,"rule_keep: rule_has_layer,rule_cell_type",flash,high,"Caudal forelimb area is a motor cortical area (neocortex). | CFA is a motor neocortical area (caudal forelimb area), clearly neocortex. | Caudal forelimb area is a mouse neocortical motor area."
3805,CFuPN,corticofugal projection neurons,Mouse,PM33309802,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3806,Cg ctx,cingulate cortex,,PM32354756,1,1,unresolved,neocortex,yes,no,suitable,,flash,flash_split,rule_prior_ambiguous|flash_split,high,0.8633,3/3,3-0,"Cingulate cortex is isocortical in rodent atlases; resolve unresolved to neocortex. | Cingulate cortex is treated as isocortex/projection ROI in rodent atlases; should be neocortex, not unresolved. | Cingulate cortex treated as isocortex; unresolved should be neocortex.",unresolved,low,"Cingulate cortex (fullname) is a limbic cortical region; conventionally labeled neocortex. | Cingulate cortex is mesocortex; borderline between neocortex (isocortex) and non-neocortex (allocortex). | Cingulate cortex is limbic mesocortex, not typical neocortical isocortex."
3807,CgC,cingulate cortex,,PM42002070,1,1,unresolved,neocortex,yes,no,suitable,,flash,flash_split,rule_prior_ambiguous|flash_split,high,0.8633,3/3,3-0,"Cingulate cortex (CgC) is isocortex; unresolved should be resolved to neocortex. | CgC (cingulate cortex) is a standard isocortex/projection ROI; should be neocortex, not unresolved. | Cingulate cortex is neocortical; unresolved label should be corrected.",unresolved,low,"Cingulate cortex is conventionally considered neocortex, even though it includes transitional areas. | Cingulate cortex is mesocortex; borderline between neocortex (isocortex) and non-neocortex (allocortex). | Cingulate cortex is limbic mesocortex, not typical neocortex."
3808,CGIC,caudal granular insular cortex,Rat,PM41402127,1,1,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.94,3/3,3-0,Caudal granular insular cortex is insular isocortex; concrete ROI. | Granular insular cortex is isocortical in rodent atlases; current neocortex is appropriate. | Granular insular cortex is isocortex in rodent atlases; correct neocortex.,pro,medium,"Caudal granular insular cortex is isocortex with six layers, unequivocally neocortex. | Caudal granular insular cortex has a granular layer IV, typical of isocortex (neocortex). | Caudal granular insular cortex: granular suggests possible isocortex, but insular is transitional; ambiguous classificat"
3809,CGPn,pontine central gray pons,Mouse,PM32332079,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3810,CGRP interneurons,CGRP interneurons,,PM34061020,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,0.9167,,,rule_keep: rule_prior_other,flash,high,"Cell type (CGRP interneurons) without regional specification, not a brain region. | Cell type without specified brain region; not a region name. | CGRP interneurons is a cell type, not a specific brain region."
3811,CGRP+ sensory afferent fibers,calcitonin gene-related peptide (CGRP)+ sensory afferent fibers,Mouse,PM33503436,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3812,CH,calyx of Held,Mouse,PM36589288,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3813,CHa,caudate head anterior,Human,PM34609038,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3814,chandelier cells,chandelier cells,Mouse,PM36319093,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,0.9167,,,"rule_keep: rule_cell_type,rule_prior_other",flash,high,"Cell type (chandelier cells) without regional locus, not a brain region. | Cell type (chandelier cells) without region; not a region name. | Chandelier cells are a neocortical interneuron type but the name does not specify a brain region; it is a cell type."
3815,ChAT-EGFP+ neurons,cholinergic (ChAT-EGFP positive) neurons,Mouse,PM34497004,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,0.95,,,"rule_keep: rule_cell_type,rule_prior_other",flash,high,"Cell type (cholinergic neurons), not an anatomical brain region. | Describes a cell type (cholinergic neurons), not a brain region. | Cell type (cholinergic neurons), not a specific brain region"
3816,Chat-expressing LS Crhr2,Chat-expressing lateral septum Crhr2-expressing neurons,,PM40585201,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3817,Chat/Vglut2-expressing neurons in PiCo,Chat/Vglut2-expressing neurons in PiCo,Mouse,PM39494735,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
3818,CHd,caudate head,Human,PM34609038,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3819,ChIN,cholinergic interneuron,Mouse,PM33270289,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3820,cholangiocytes,cholangiocytes,Mouse,PM38260695,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3821,cholinergic afferents,cholinergic afferents,Mouse,PM32817066,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3822,cholinergic interneurons,striatal cholinergic interneurons,Mouse,PM32859717,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3823,cholinergic MBONs,,,PM33570489,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3824,cholinergic neurons in medial preoptic area,cholinergic neurons,Mouse,PM38320853,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3825,cholinergic neurons in medial septal area and medial preoptic area,cholinergic neurons,Mouse,PM38320853,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
3826,cHPC,caudal hippocampus,Mouse,PM39548322,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3827,ChR2-YFP-expressing axons,channelrhodopsin-2 (ChR2)-YFP-expressing sympathetic axons,Mouse,PM42443582,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3828,Chx10 interneurons,Chx10 (VGlut2) interneurons,,PM40060631,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3829,cingulate gyrus,cingulate gyrus,Human,PM38083210,1,1,non_neocortex,neocortex,yes,no,suitable,,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,medium,0.74,3/3,3-0,"Cingulate gyrus is cortical and contains ACC/retrosplenial, treated as neocortex. | Cingulate gyrus is a standard cortical projection ROI; treat as neocortex per convention though partly mesocortex. | Cingulate gyrus is cingulate cortex, standard isocortical ROI; should be neocortex.",flash,medium,"Cingulate gyrus is limbic/mesocortex, not isocortex. | Cingulate gyrus is mesocortex/limbic, not isocortex. | Cingulate gyrus is transitional mesocortex; unclear neocortex vs non_neocortex"
3830,cingulate zones,cingulate zones,,PM34039649,1,1,non_neocortex,neocortex,yes,no,unsuitable,too_broad,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,medium,0.7667,3/3,3-0,"Cingulate implies neocortex, but 'zones' is plural/unspecified and too broad. | Cingulate zones are cortical gray matter; cingulate is treated as neocortex in rodent atlases, but 'zones' is too broad for a map query. | Cingulate zones imply cingulate cortex but the name is vague and plural, not a concrete ROI.",flash,medium,"Vague 'zones' of cingulate, likely non-neocortical but uncertain. | Cingulate zones refer to mesocortical area, non-neocortex. | Cingulate zones - same ambiguity as cingulate gyrus"
3831,cingulo-insular areas,cingulo-insular areas,Mouse,PM37292595,1,1,non_neocortex,neocortex,yes,no,unsuitable,compound_multi_region,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,high,0.8633,3/3,3-0,"Cingulate and insular areas are neocortical; plural compound not single ROI. | Cingulate and insular areas are cortical (neocortex-like in mouse atlases), but the name combines multiple regions rather than one mappable ROI. | Cingulate and insular cortex are neocortical; combined multi-region unsuitable.",flash,medium,"Cingulo-insular areas are limbic/paralimbic, not isocortex. | Cingulo-insular areas are non-neocortex (mesocortex). | Cingulo-insular areas mix two borderline mesocortical regions"
3832,CIp,central nucleus of the inferior pulvinar,Marmoset,PM32866602,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3833,cIPN,caudal interpeduncular nucleus,Mouse,PM36599671,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3834,cIPN IPDM/IPDL,caudal interpeduncular nucleus dorsal medial/dorsal lateral,Mouse,PM36599671,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
3835,CLA-ACC neurons,ACC-projecting claustrum neurons,Mouse,PM32531275,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3836,CLA/ECT,claustrum/entorhinal cortex transition,Mouse,PM37732251,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
3837,CLAACC,claustrum to anterior cingulate cortex,Mouse,PM37182208,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3838,Clarke's column,Clarke's column,Rat,PM36090254,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3839,Clarke's column of the lower thoracic and the lumbar segments,,,PM40673947,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
3840,Clarke's nucleus,Clarke's nucleus,Rat,PM34539358,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3841,CLAvGAT,central lateral amygdala vGAT-expressing neurons,Mouse,PM38915527,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3842,cLCST,contralateral lateral corticospinal tract,,PM34624846,1,1,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_prior_other",seed_remap,high,seed: other kept
3843,cLGN,contralateral lateral geniculate nucleus,Mouse,PM40063795,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3844,Cluster 11,,,PM35410869,1,1,other,other,no,yes,unsuitable,not_anatomical,flash,flash_split,rule_prior_other|flash_split,high,0.9667,3/3,3-0,"Cluster label; not an anatomical brain region, cannot map to any structure. | Cluster 11 is a cluster-ID label with no anatomical region information; not mappable as an RCS query. | Cluster label is not an anatomical brain region.",flash,medium,"Non-standard cluster designation, not a brain region. | Vague cluster identifier, unclear if region or cell group. | Arbitrary cluster label, not a standard brain region"
3845,cluster 18,,,PM35410869,1,1,other,other,no,yes,unsuitable,not_anatomical,flash,flash_split,rule_prior_other|flash_split,high,0.9667,3/3,3-0,"Cluster label; not an anatomical brain region, cannot map to any structure. | cluster 18 is a non-anatomical cluster-ID label; cannot be resolved to a brain region. | Cluster label is not an anatomical brain region.",flash,medium,"Non-standard cluster designation, not a brain region. | Vague cluster identifier, unclear if region or cell group. | Arbitrary cluster label, not a standard brain region"
3846,cluster 19,putative TmY10,,PM35410869,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3847,cluster 28,,,PM35410869,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3848,cluster 40,putative TmY5a,,PM35410869,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3849,Cluster 9,,,PM35410869,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3850,clusters 5-7,,,PM35410869,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3851,Cm type CN,,,PM32949023,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3852,cM2,contralateral secondary motor cortex,Mouse,PM35396593,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9167,,,rule_keep: clean,flash,high,contralateral secondary motor cortex (M2) is neocortex. | Secondary motor cortex (M2) is a neocortical area. 'c' indicates contralateral. | contralateral secondary motor cortex (M2) is part of neocortex.
3853,CMAd,,,PM37723869,1,1,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty,medium,0.7767,3/3,3-0,"CMAd is dorsal cingulate motor area, cingulate cortex; treated as neocortex in standard projection ROI mapping. | CMAd is a cingulate motor area subdivision (dorsal), an agranular/dysgranular cingulate projection ROI conventionally treated as neocortex for mapping. | CMAd is dorsal cingulate motor area; cingulate cortex treated as isocortex.",flash,medium,"CMAd is cingulate motor area; borderline mesocortex but motor function suggests neocortex. | CMAd: cingulate motor area dorsal, considered part of medial neocortex, but borderline. | CMAd is cingulate motor area, borderline but often considered neocortex."
3854,cmPFC,contralateral mPFC,,PM37491314,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9167,,,rule_keep: clean,flash,high,"contralateral medial prefrontal cortex (mPFC) is neocortex. | mPFC is medial prefrontal cortex, a neocortical region. 'cm' denotes contralateral. | contralateral mPFC (medial prefrontal cortex) is neocortex."
3855,CMthalamus,centromedian thalamus,Mouse,PM42360876,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3856,CnF vGLUT2,cuneiform nucleus vGLUT2 neurons,Mouse,PM38326327,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3857,CNS (ascending),central nervous system,Mouse,PM39672518,1,1,other,other,no,yes,unsuitable,too_broad,rule,,rule_too_broad|rule_prior_other,high,1.0,,,"rule_keep: rule_too_broad,rule_prior_other",seed_remap,high,seed: other kept
3858,cNTS neurons,,Rat,PM39031516,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3859,cNTScat,A2 noradrenergic neurons of the caudal nucleus of the solitary tract,Mouse,PM37072175,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_fiber|rule_cell_type,high,1.0,,,"rule_keep: rule_fiber,rule_cell_type",seed_remap,high,seed: subcortical → non_neocortex
3860,CNU,cerebral nuclei,Mouse,PM42211123,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3861,Colgalt2 cells,,Mouse,PM35320722,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3862,colliculus,,,PM38240754,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3863,colon cholinergic enteric neurons,colon cholinergic enteric neurons,Mouse,PM41135523,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3864,colonic EC cells,colonic enterochromaffin cells,Mouse,PM42342191,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3865,COM neurons,commissural neurons,Mouse,PM37296444,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3866,commissural/associational system,,Mouse,PM37290578,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
3867,contra-CA1,contralateral CA1,,PM33935658,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3868,contra-DMS,,,PM38802410,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3869,contralateral A1,primary auditory cortex,Mouse,PM40883389,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9167,,,rule_keep: clean,flash,high,primary auditory cortex (A1) is neocortex. | Primary auditory cortex (A1) is a classic neocortical area. | contralateral A1 (primary auditory cortex) is neocortex.
3870,contralateral ACA,anterior cingulate area,Mouse,PM37626171,1,1,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.9333,3/3,3-0,"Anterior cingulate area is isocortex in mouse atlas; contralateral modifier does not affect mapping. | ACA is anterior cingulate area, a standard projection ROI treated as cortical gray matter; neocortex label is appropriate. | Anterior cingulate area is neocortical; contralateral modifier is ignored.",flash,medium,"anterior cingulate area (ACA) is mesocortex, not typical neocortex. | Anterior cingulate area (ACA) is borderline mesocortex/neocortex; classified as neocortex here. | anterior cingulate area (ACA), borderline but conventionally isocortex."
3871,contralateral ACC,anterior cingulate cortex,,PM39614717,1,1,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.94,3/3,3-0,"ACC is a standard isocortex projection region; contralateral designation does not alter class. | ACC is anterior cingulate cortex, a standard cortical projection ROI; neocortex label is appropriate. | ACC is a standard projection ROI treated as isocortex in rodent atlases; contralateral flag does not change class.",flash,medium,"anterior cingulate cortex (ACC) is mesocortex, not typical neocortex. | Anterior cingulate cortex (ACC) is borderline; conventionally used as neocortex in circuit studies. | anterior cingulate cortex (ACC), borderline but conventionally isocortex."
3872,contralateral amBC,anteromedial barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Barrel cortex is part of somatosensory neocortex; fullname confirms anteromedial barrel cortex. | Anteromedial barrel cortex is part of primary somatosensory neocortex in mice. | Barrel cortex is part of primary somatosensory neocortex; fullname confirms.
3873,contralateral area 8,area 8,Marmoset,PM38359822,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,"Area 8 in marmoset is frontal eye field, a neocortical area. | Area 8 (frontal eye field) is neocortex in marmosets. | Area 8 in marmosets is frontal eye field, a neocortical area."
3874,contralateral Aβδ-fibers,,Rat,PM36948583,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3875,contralateral Aδ-fibers,,Rat,PM36948583,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3876,contralateral BC,barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Barrel cortex is a well-defined neocortical region. | Barrel cortex is primary somatosensory neocortex in mice. | Barrel cortex is part of primary somatosensory neocortex.
3877,contralateral brain stem,,Mouse,PM39392390,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3878,contralateral C-fibers,,Rat,PM36948583,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3879,contralateral CA3,contralateral CA3,,PM34928938,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3880,contralateral cerebellar hemisphere,cerebellar hemisphere,,PM41211046,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3881,contralateral cortical areas,,,PM40654623,1,1,ambiguous,other,yes,no,unsuitable,too_broad,flash,flash_split,rule_prior_ambiguous|flash_split,medium,0.9067,2/3,2-1,"Generic plural term; not a specific ROI and spans multiple cortical regions. | Contralateral cortical areas is a broad plural umbrella, not a specific mappable gray-matter region. | Broad umbrella term for multiple cortical areas; not a concrete region for RCS mapping.",flash,medium,"Cortical areas may include both neocortical and allocortical regions; not specific enough. | Generic plural term; could refer to neocortex or mixed cortical types. | ""Cortical areas"" typically refer to neocortical areas, but term is non-specific."
3882,contralateral cortices,,,PM32769989,1,1,other,other,no,yes,unsuitable,too_broad,flash,flash_split,rule_prior_other|flash_split,high,0.9333,3/3,3-0,"Plural umbrella term for all cortices; cannot be mapped to a single RCS ROI. | Contralateral cortices is a broad whole-cortex umbrella, not a specific mappable region; unsuitable as an RCS query. | Plural cortices is an umbrella term, not a specific gray-matter ROI.",flash,medium,"'Cortices' is a vague plural term, akin to 'cortex' alone, too broad to assign a specific region. | Vague plural term 'cortices' without specific locus, too generic. | ""Cortices"" is vague and could include allocortex; cannot confidently assign."
3883,contralateral denervated spinal cord,contralateral denervated spinal cord,Rat,PM36654858,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3884,contralateral DH,contralateral dorsal horn,,PM39487174,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3885,contralateral ectorhinal cortex,ectorhinal cortex,,PM34478630,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,"Ectorhinal cortex is part of rhinal/parahippocampal allocortex, not neocortex. | Ectorhinal cortex is part of perirhinal/rhinal cortices, not neocortex. | Ectorhinal cortex is perirhinal/allocortical, not neocortex."
3886,contralateral forebrain,contralateral forebrain,,PM32621762,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3887,contralateral grey matter,contralateral cortical grey matter,Mouse,PM38328182,1,1,neocortex,other,yes,no,unsuitable,too_broad,flash,flash_split,flash_split,high,0.8667,3/3,3-0,"Grey matter is a tissue class, not a discrete cortical ROI; too broad for mapping. | Contralateral cortical grey matter is a whole-cortex umbrella, not a specific neocortical region; should not be labeled neocortex. | Grey matter/cortical grey matter is a tissue/umbrella term, not a specific cortical ROI.",pro,high,"fullname specifies 'cortical grey matter', indicating neocortex. | fullname specifies 'cortical grey matter', conventional shorthand for neocortical grey matter. | Fullname 'cortical grey matter' suggests neocortex, but grey matter could include allocortex; typical usage refers to isocortex."
3888,contralateral hand muscles (first digital interosseous),,Human,PM35441404,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3889,contralateral hindlimb,contralateral hindlimb,Mouse,PM35115383,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3890,contralateral inner ear,,Mouse,PM35153679,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3891,contralateral Ins area,contralateral insular area,,PM42101519,1,1,neocortex,neocortex,no,yes,suitable,,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.9167,3/3,3-0,"Insular area is isocortex in rodent atlases; contralateral prefix is a side modifier, not a disqualifier. | Insular area is a standard cortical gray-matter ROI and is conventionally treated as neocortex in rodent atlases; suitable for mapping. | Insular area is isocortex in rodent atlases; contralateral modifier does not change class.",flash,medium,Insular area is borderline mesocortex; unclear if neocortex or non_neocortex. | Insular area is typically classified as part of the isocortex (neocortex) in standard atlases. | Insular area is borderline but conventionally classified as neocortex in many atlases.
3892,contralateral intermediate zone (lamina VII),contralateral intermediate zone (lamina VII),,PM34624846,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
