dataset,query,role,review_reference_top1_id,impr_id,impr_name,impr_score,impr_flag,changed_vs_baseline,base_id,base_name,base_score,base_flag
species,Pineal gland,llm_accept_top1,HOMBA:10460,HOMBA:10460,pineal body,1.0,high_confidence,,HOMBA:10460,pineal body,1.0,high_confidence
species,Piriform cortex,llm_accept_top1,HOMBA:10311,HOMBA:10311,piriform cortex,1.0,high_confidence,,HOMBA:10311,piriform cortex,1.0,high_confidence
species,Pontine nuclei,llm_accept_top1,HOMBA:12406,HOMBA:12406,pontine nucleus,1.0,high_confidence,,HOMBA:12406,pontine nucleus,1.0,high_confidence
species,Pontine nucleus,llm_accept_top1,HOMBA:12406,HOMBA:12406,pontine nucleus,1.0,high_confidence,,HOMBA:12406,pontine nucleus,1.0,high_confidence
species,Posterior Commissure,llm_accept_top1,HOMBA:10567,HOMBA:10567,posterior commissure,1.0,high_confidence,,HOMBA:10567,posterior commissure,1.0,high_confidence
species,Posterior commissure,llm_accept_top1,HOMBA:10567,HOMBA:10567,posterior commissure,1.0,high_confidence,,HOMBA:10567,posterior commissure,1.0,high_confidence
species,Posterior hypothalamic nucleus,llm_accept_top1,HOMBA:10503,HOMBA:10503,posterior hypothalamic nucleus,1.0,high_confidence,,HOMBA:10503,posterior hypothalamic nucleus,1.0,high_confidence
species,Posterior thalamic nucleus,llm_accept_top1,HOMBA:10440,HOMBA:10440,posterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10440,posterior nucleus of thalamus,1.0,high_confidence
species,Postrhinal cortex,llm_accept_top1,HOMBA:10263,HOMBA:10263,posterior parahippocampal region (postrhinal cortex),1.0,high_confidence,,HOMBA:10263,posterior parahippocampal region (postrhinal cortex),1.0,high_confidence
species,Precommissural nucleus,llm_accept_top1,HOMBA:12287,HOMBA:12287,precommissural nucleus,1.0,high_confidence,,HOMBA:12287,precommissural nucleus,1.0,high_confidence
species,Pregeniculate nucleus,llm_accept_top1,HOMBA:13042,HOMBA:13042,pregeniculate nucleus (ventral lateral geniculate nucleus),1.0,high_confidence,,HOMBA:13042,pregeniculate nucleus (ventral lateral geniculate nucleus),1.0,high_confidence
species,Prelunate gyrus,llm_accept_top1,HOMBA:AA30555,HOMBA:AA30555,prelunate gyrus,1.0,high_confidence,,HOMBA:AA30555,prelunate gyrus,1.0,high_confidence
species,Prepositus Nucleus,llm_accept_top1,HOMBA:12615,HOMBA:12615,prepositus hypoglossal nucleus,1.0,high_confidence,,HOMBA:12615,prepositus hypoglossal nucleus,1.0,high_confidence
species,Prerubral Field,llm_accept_top1,HOMBA:AA30325,HOMBA:AA30325,prerubral field (field H3),1.0,high_confidence,,HOMBA:AA30325,prerubral field (field H3),1.0,high_confidence
species,Presubiculum,llm_accept_top1,HOMBA:10315,HOMBA:10315,presubiculum (presubicular cortex),1.0,high_confidence,,HOMBA:10315,presubiculum (presubicular cortex),1.0,high_confidence
species,Pretectal region,llm_accept_top1,HOMBA:12181,HOMBA:12181,pretectal region,1.0,high_confidence,,HOMBA:12181,pretectal region,1.0,high_confidence
species,Primary auditory area,llm_accept_top1,HOMBA:10236,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",1.0,high_confidence,,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",1.0,high_confidence
species,Primary motor area,llm_accept_top1,HOMBA:10163,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",1.0,high_confidence,,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",1.0,high_confidence
species,Primary visual area,llm_accept_top1,HOMBA:10269,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",1.0,high_confidence,,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",1.0,high_confidence
species,Principal Trigeminal Nucleus,llm_accept_top1,HOMBA:12444,HOMBA:12444,principal sensory nucleus of trigeminal nerve,1.0,high_confidence,,HOMBA:12444,principal sensory nucleus of trigeminal nerve,1.0,high_confidence
species,Putamen,llm_accept_top1,HOMBA:10338,HOMBA:10338,putamen (lateroventral division of the CP),1.0,high_confidence,,HOMBA:10338,putamen (lateroventral division of the CP),1.0,high_confidence
species,Pyramidal decussation,llm_accept_top1,HOMBA:12772,HOMBA:12772,pyramidal decussation,1.0,high_confidence,,HOMBA:12772,pyramidal decussation,1.0,high_confidence
species,Pyramidal Tract,llm_accept_top1,HOMBA:12773,HOMBA:12773,pyramidal tract,1.0,high_confidence,,HOMBA:12773,pyramidal tract,1.0,high_confidence
species,Raphe Magnus Nucleus,llm_accept_top1,HOMBA:12642,HOMBA:12642,raphe magnus nucleus,1.0,high_confidence,,HOMBA:12642,raphe magnus nucleus,1.0,high_confidence
species,Raphe Obscurus Nucleus,llm_accept_top1,HOMBA:12643,HOMBA:12643,raphe obscurus nucleus,1.0,high_confidence,,HOMBA:12643,raphe obscurus nucleus,1.0,high_confidence
species,Red nucleus,llm_accept_top1,HOMBA:12247,HOMBA:12247,red nucleus,1.0,high_confidence,,HOMBA:12247,red nucleus,1.0,high_confidence
species,Reticular thalamic nucleus,llm_accept_top1,HOMBA:10464,HOMBA:10464,reticular nucleus of thalamus,1.0,high_confidence,,HOMBA:10464,reticular nucleus of thalamus,1.0,high_confidence
species,Reticular Thalamus,llm_accept_top1,HOMBA:10464,HOMBA:10464,reticular nucleus of thalamus,1.0,high_confidence,,HOMBA:10464,reticular nucleus of thalamus,1.0,high_confidence
species,Reticulotegmentum,llm_accept_top1,HOMBA:12497,HOMBA:12497,reticulotegmental nucleus,1.0,high_confidence,,HOMBA:12497,reticulotegmental nucleus,1.0,high_confidence
species,Retroisthmic Nucleus,llm_accept_top1,HOMBA:12289,HOMBA:12289,retrorubral field (retroisthmic nucleus),1.0,high_confidence,,HOMBA:12289,retrorubral field (retroisthmic nucleus),1.0,high_confidence
species,Retrorubral Field,llm_accept_top1,HOMBA:12289,HOMBA:12289,retrorubral field (retroisthmic nucleus),1.0,high_confidence,,HOMBA:12289,retrorubral field (retroisthmic nucleus),1.0,high_confidence
species,Reuniens thalamic nucleus,llm_accept_top1,HOMBA:10403,HOMBA:10403,reuniens (medioventral) nucleus of thalamus,1.0,high_confidence,,HOMBA:10403,reuniens (medioventral) nucleus of thalamus,1.0,high_confidence
species,Rhomboid thalamic nucleus,llm_accept_top1,HOMBA:10447,HOMBA:10447,rhomboid (central) nucleus of thalamus,1.0,high_confidence,,HOMBA:10447,rhomboid (central) nucleus of thalamus,1.0,high_confidence
species,Secondary somatosensory area,llm_accept_top1,HOMBA:13010,HOMBA:13010,subcentral cortex (area 43; secondary somatosensory cortex),1.0,high_confidence,,HOMBA:13010,subcentral cortex (area 43; secondary somatosensory cortex),1.0,high_confidence
species,Septal region,llm_accept_top1,HOMBA:10350,HOMBA:10350,septal region (septal nuclear complex),1.0,high_confidence,,HOMBA:10350,septal region (septal nuclear complex),1.0,high_confidence
species,Simple Lobule,llm_accept_top1,HOMBA:AA30408,HOMBA:AA30408,lobule VI (simple lobule),1.0,high_confidence,,HOMBA:AA30408,lobule VI (simple lobule),1.0,high_confidence
species,Solitary Tract Nucleus,llm_accept_top1,HOMBA:12557,HOMBA:12557,solitary nucleus,1.0,high_confidence,,HOMBA:12557,solitary nucleus,1.0,high_confidence
species,Spinal cord,llm_accept_top1,HOMBA:AA30565,HOMBA:AA30565,spinal cord,1.0,high_confidence,,HOMBA:AA30565,spinal cord,1.0,high_confidence
species,Spinal trigeminal nucleus,llm_accept_top1,HOMBA:12572,HOMBA:12572,spinal trigeminal nucleus,1.0,high_confidence,,HOMBA:12572,spinal trigeminal nucleus,1.0,high_confidence
species,Spinal Trigeminal Nucleus Caudal,llm_accept_top1,HOMBA:12573,HOMBA:12573,"spinal trigeminal nucleus, caudal division",1.0,high_confidence,,HOMBA:12573,"spinal trigeminal nucleus, caudal division",1.0,high_confidence
species,Spinal trigeminal tract,llm_accept_top1,HOMBA:12792,HOMBA:12792,spinal trigeminal tract,1.0,high_confidence,,HOMBA:12792,spinal trigeminal tract,1.0,high_confidence
species,Stria terminalis,llm_accept_top1,HOMBA:10591,HOMBA:10591,stria terminalis,1.0,high_confidence,,HOMBA:10591,stria terminalis,1.0,high_confidence
species,Striatum,llm_accept_top1,HOMBA:10333,HOMBA:10333,striatum (neostriatum),1.0,high_confidence,,HOMBA:10333,striatum (neostriatum),1.0,high_confidence
species,Subceruleus,llm_accept_top1,HOMBA:12500,HOMBA:12500,subcoeruleus nucleus,1.0,high_confidence,,HOMBA:12500,subcoeruleus nucleus,1.0,high_confidence
species,Subgeniculate nucleus,llm_accept_top1,HOMBA:AA30324,HOMBA:AA30324,subgeniculate nucleus,1.0,high_confidence,,HOMBA:AA30324,subgeniculate nucleus,1.0,high_confidence
species,Subicular complex,llm_accept_top1,HOMBA:266441673,HOMBA:266441673,subicular complex,1.0,high_confidence,,HOMBA:266441673,subicular complex,1.0,high_confidence
species,Subiculum,llm_accept_top1,HOMBA:10302,HOMBA:10302,subiculum proper (strictly defined subiculum),1.0,high_confidence,,HOMBA:10302,subiculum proper (strictly defined subiculum),1.0,high_confidence
species,Submedius thalamic nucleus,llm_accept_top1,HOMBA:AA30278,HOMBA:AA30278,submedius thalamic nucleus,1.0,high_confidence,,HOMBA:AA30278,submedius thalamic nucleus,1.0,high_confidence
species,Subparafascicular Nucleus,llm_accept_top1,HOMBA:13054,HOMBA:13054,subparafascicular nucleus of thalamus,1.0,high_confidence,,HOMBA:13054,subparafascicular nucleus of thalamus,1.0,high_confidence
species,Subparafascicular nucleus,llm_accept_top1,HOMBA:13054,HOMBA:13054,subparafascicular nucleus of thalamus,1.0,high_confidence,,HOMBA:13054,subparafascicular nucleus of thalamus,1.0,high_confidence
species,Substantia nigra,llm_accept_top1,HOMBA:12251,HOMBA:12251,substantia nigra,1.0,high_confidence,,HOMBA:12251,substantia nigra,1.0,high_confidence
species,Substantia nigra (compact part),llm_accept_top1,HOMBA:12252,HOMBA:12252,"substantia nigra, compact division",1.0,high_confidence,,HOMBA:12252,"substantia nigra, compact division",1.0,high_confidence
species,Substantia nigra (lateral part),llm_accept_top1,HOMBA:12257,HOMBA:12257,"substantia nigra, lateral division",1.0,high_confidence,,HOMBA:12257,"substantia nigra, lateral division",1.0,high_confidence
species,Substantia nigra (reticular part),llm_accept_top1,HOMBA:12259,HOMBA:12259,"substantia nigra, reticular division",1.0,high_confidence,,HOMBA:12259,"substantia nigra, reticular division",1.0,high_confidence
species,"Substantia nigra, compact part",llm_accept_top1,HOMBA:12252,HOMBA:12252,"substantia nigra, compact division",1.0,high_confidence,,HOMBA:12252,"substantia nigra, compact division",1.0,high_confidence
species,"Substantia nigra, lateral part",llm_accept_top1,HOMBA:12257,HOMBA:12257,"substantia nigra, lateral division",1.0,high_confidence,,HOMBA:12257,"substantia nigra, lateral division",1.0,high_confidence
species,"Substantia nigra, reticular part",llm_accept_top1,HOMBA:12259,HOMBA:12259,"substantia nigra, reticular division",1.0,high_confidence,,HOMBA:12259,"substantia nigra, reticular division",1.0,high_confidence
species,Subthalamic nucleus,llm_accept_top1,HOMBA:10466,HOMBA:10466,subthalamic nucleus,1.0,high_confidence,,HOMBA:10466,subthalamic nucleus,1.0,high_confidence
species,Superficial gray layer of the superior colliculus,llm_accept_top1,HOMBA:12295,HOMBA:12295,superficial gray layer of superior colliculus,1.0,high_confidence,,HOMBA:12295,superficial gray layer of superior colliculus,1.0,high_confidence
species,Superior Cerebellar Peduncle,llm_accept_top1,HOMBA:12354,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),1.0,high_confidence,,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),1.0,high_confidence
species,Superior Cerebellar Peduncle Decussation,llm_accept_top1,HOMBA:12337,HOMBA:12337,decussation of superior cerebellar peduncle,0.9837,high_confidence,,HOMBA:12337,decussation of superior cerebellar peduncle,0.9837,high_confidence
species,Superior colliculus,llm_accept_top1,HOMBA:12292,HOMBA:12292,superior colliculus,1.0,high_confidence,,HOMBA:12292,superior colliculus,1.0,high_confidence
species,Superior frontal gyrus,llm_accept_top1,HOMBA:12115,HOMBA:12115,superior frontal gyrus,1.0,high_confidence,,HOMBA:12115,superior frontal gyrus,1.0,high_confidence
species,Superior paraolivary nucleus,llm_accept_top1,HOMBA:12463,HOMBA:12463,superior paraolivary nucleus,1.0,high_confidence,,HOMBA:12463,superior paraolivary nucleus,1.0,high_confidence
species,Superior temporal gyrus,llm_accept_top1,HOMBA:12140,HOMBA:12140,superior temporal gyrus,1.0,high_confidence,,HOMBA:12140,superior temporal gyrus,1.0,high_confidence
species,Suprageniculate nucleus,llm_accept_top1,HOMBA:13044,HOMBA:13044,suprageniculate nucleus,1.0,high_confidence,,HOMBA:13044,suprageniculate nucleus,1.0,high_confidence
species,Supraoptic decussation,llm_accept_top1,HOMBA:13216,HOMBA:13216,supraoptic decussation,1.0,high_confidence,,HOMBA:13216,supraoptic decussation,1.0,high_confidence
species,Supraoptic nucleus,llm_accept_top1,HOMBA:10481,HOMBA:10481,supraoptic nucleus,1.0,high_confidence,,HOMBA:10481,supraoptic nucleus,1.0,high_confidence
species,Tail of caudate nucleus,llm_accept_top1,HOMBA:10337,HOMBA:10337,tail of caudate nucleus (caudolateral division of the CP),1.0,high_confidence,,HOMBA:10337,tail of caudate nucleus (caudolateral division of the CP),1.0,high_confidence
species,Temporal pole,llm_accept_top1,HOMBA:12146,HOMBA:12146,temporal pole (temporopolar cortex),1.0,high_confidence,,HOMBA:12146,temporal pole (temporopolar cortex),1.0,high_confidence
species,Third ventricle,llm_accept_top1,HOMBA:10602,HOMBA:10602,third ventricle,1.0,high_confidence,,HOMBA:10602,third ventricle,1.0,high_confidence
species,Transverse Fibers,llm_accept_top1,HOMBA:AA30879,HOMBA:AA30879,transverse fibers,1.0,high_confidence,,HOMBA:AA30879,transverse fibers,1.0,high_confidence
species,Trapezoid body,llm_accept_top1,HOMBA:12796,HOMBA:12796,trapezoid body,1.0,high_confidence,,HOMBA:12796,trapezoid body,1.0,high_confidence
species,Ventral anterior thalamic nucleus,llm_accept_top1,HOMBA:10417,HOMBA:10417,ventral anterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10417,ventral anterior nucleus of thalamus,1.0,high_confidence
species,Ventral endopiriform claustrum,llm_accept_top1,HOMBA:AA30854,HOMBA:AA30854,ventral endopiriform nucleus,1.0,high_confidence,,HOMBA:AA30854,ventral endopiriform nucleus,1.0,high_confidence
species,Ventral hippocampal commissure,llm_accept_top1,HOMBA:12023,HOMBA:12023,ventral hippocampal commissure,1.0,high_confidence,,HOMBA:12023,ventral hippocampal commissure,1.0,high_confidence
species,Ventral pallidum,llm_accept_top1,HOMBA:10345,HOMBA:10345,ventral pallidum,1.0,high_confidence,,HOMBA:10345,ventral pallidum,1.0,high_confidence
species,Ventral tegmental area,llm_accept_top1,HOMBA:12261,HOMBA:12261,ventral tegmental area,1.0,high_confidence,,HOMBA:12261,ventral tegmental area,1.0,high_confidence
species,Ventromedial hypothalamic nucleus,llm_accept_top1,HOMBA:10488,HOMBA:10488,ventromedial hypothalamic nucleus,1.0,high_confidence,,HOMBA:10488,ventromedial hypothalamic nucleus,1.0,high_confidence
species,Xiphoid thalamic nucleus,llm_accept_top1,HOMBA:AA30277,HOMBA:AA30277,xiphoid thalamic nucleus,1.0,high_confidence,,HOMBA:AA30277,xiphoid thalamic nucleus,1.0,high_confidence
species,Dorsal Lateral Geniculate,llm_accept_top1,HOMBA:10429,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),0.9975,high_confidence,,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),0.9975,high_confidence
species,Ventral posterolateral thalamic nucleus,llm_accept_top1,HOMBA:10424,HOMBA:10424,ventral posterior lateral nucleus,0.9975,high_confidence,,HOMBA:10424,ventral posterior lateral nucleus,0.9975,high_confidence
species,Ventral posteromedial thalamic nucleus,llm_accept_top1,HOMBA:10425,HOMBA:10425,ventral posterior medial nucleus,0.9975,high_confidence,,HOMBA:10425,ventral posterior medial nucleus,0.9975,high_confidence
species,"Lateral lemniscus, unspecified",llm_accept_top1,HOMBA:12760,HOMBA:12760,lateral lemniscus,0.9972,high_confidence,,HOMBA:12760,lateral lemniscus,0.9972,high_confidence
species,"Cingulate gyrus, posterior",llm_accept_top1,HOMBA:10285,HOMBA:10285,posterior cingulate cortex (PCC),0.996,high_confidence,,HOMBA:10285,posterior cingulate cortex (PCC),0.996,high_confidence
species,"Frontal orbital cortex, lateral",llm_accept_top1,HOMBA:10205,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",0.9936,high_confidence,,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",0.9936,high_confidence
species,"Frontal orbital cortex, medial",llm_accept_top1,HOMBA:10195,HOMBA:10195,medial orbital frontal cortex (area 14),0.9894,high_confidence,,HOMBA:10195,medial orbital frontal cortex (area 14),0.9894,high_confidence
species,"Medial lemniscus, unspecified",llm_accept_top1,HOMBA:12763,HOMBA:12763,medial lemniscus,0.9861,high_confidence,,HOMBA:12763,medial lemniscus,0.9861,high_confidence
species,Sensory Root of the Trigeminal Nerve,llm_accept_top1,HOMBA:12867,HOMBA:12867,sensory root of trigeminal nerve,0.9841,high_confidence,,HOMBA:12867,sensory root of trigeminal nerve,0.9841,high_confidence
species,External globus pallidus,llm_accept_top1,HOMBA:10343,HOMBA:10343,external division of globus pallidus,0.9362,high_confidence,,HOMBA:10343,external division of globus pallidus,0.9362,high_confidence
species,Lateral ventricle,llm_accept_top1,HOMBA:10598,HOMBA:10598,body of lateral ventricles,0.9767,high_confidence,,HOMBA:10598,body of lateral ventricles,0.9767,high_confidence
species,Medial Geniculate,llm_accept_top1,HOMBA:10434,HOMBA:10434,medial geniculate nucleus,0.9767,high_confidence,,HOMBA:10434,medial geniculate nucleus,0.9767,high_confidence
species,"Inferior colliculus, external cortex",llm_accept_top1,HOMBA:12308,HOMBA:12308,external shell (cortex) of inferior colliculus,0.9357,high_confidence,,HOMBA:12308,external shell (cortex) of inferior colliculus,0.9357,high_confidence
species,Medial lemniscus decussation,llm_accept_top1,HOMBA:12732,HOMBA:12732,decussation of medial lemniscus,0.9329,high_confidence,,HOMBA:12732,decussation of medial lemniscus,0.9323,high_confidence
species,"Lateral lemniscus, dorsal nucleus",llm_accept_top1,HOMBA:12455,HOMBA:12455,dorsal nucleus of lateral lemniscus,0.9337,high_confidence,,HOMBA:12455,dorsal nucleus of lateral lemniscus,0.9337,high_confidence
species,"Lateral lemniscus, intermediate nucleus",llm_accept_top1,HOMBA:12456,HOMBA:12456,intermediate nucleus of lateral lemniscus,0.9334,high_confidence,,HOMBA:12456,intermediate nucleus of lateral lemniscus,0.9334,high_confidence
species,"Lateral lemniscus, ventral nucleus",llm_accept_top1,HOMBA:12457,HOMBA:12457,ventral nucleus of lateral lemniscus,0.9296,high_confidence,,HOMBA:12457,ventral nucleus of lateral lemniscus,0.9296,high_confidence
species,Brachium Superior Colliculus,llm_accept_top1,HOMBA:12328,HOMBA:12328,brachium of superior colliculus,0.9167,high_confidence,,HOMBA:12328,brachium of superior colliculus,0.9167,high_confidence
species,Amygdalostriatal Transition,llm_accept_top1,HOMBA:10381,HOMBA:10381,amygdalostriatal transition area,0.94,high_confidence,,HOMBA:10381,amygdalostriatal transition area,0.94,high_confidence
species,Commissure of the superior colliculus,llm_accept_top1,HOMBA:AA30487,HOMBA:AA30487,commissure of superior colliculus,0.9208,high_confidence,,HOMBA:AA30487,commissure of superior colliculus,0.9208,high_confidence
species,Nucleus of the trapezoid body,llm_accept_top1,HOMBA:12458,HOMBA:12458,nucleus of trapezoid body,0.9206,high_confidence,,HOMBA:12458,nucleus of trapezoid body,0.9206,high_confidence
species,Brachium of the superior colliculus,llm_accept_top1,HOMBA:12328,HOMBA:12328,brachium of superior colliculus,0.9186,high_confidence,,HOMBA:12328,brachium of superior colliculus,0.9186,high_confidence
species,Dorsal raphe,llm_accept_top1,HOMBA:12223,HOMBA:12223,dorsal raphe nucleus,0.9479,high_confidence,,HOMBA:12223,dorsal raphe nucleus,0.9479,high_confidence
species,Bed nucleus of the stria terminalis,llm_accept_top1,HOMBA:10384,HOMBA:10384,bed nucleus of stria terminalis,0.9222,high_confidence,,HOMBA:10384,bed nucleus of stria terminalis,0.9222,high_confidence
species,Accumbens nucleus,llm_accept_top1,HOMBA:10339,HOMBA:10339,nucleus accumbens,0.94,high_confidence,,HOMBA:10339,nucleus accumbens,0.94,high_confidence
species,Periaqueductal gray,llm_accept_top1,HOMBA:AA30359,HOMBA:AA30359,periaqueductal gray region,0.94,high_confidence,,HOMBA:AA30359,periaqueductal gray region,0.94,high_confidence
species,Fimbria of the hippocampus,llm_accept_top1,HOMBA:10575,HOMBA:10575,fimbria,0.8908,needs_review,,HOMBA:10575,fimbria,0.8908,needs_review
species,Lateral Posterior Thalamus,llm_accept_top1,HOMBA:10408,HOMBA:10408,lateral posterior nucleus of thalamus,0.8817,needs_review,,HOMBA:10408,lateral posterior nucleus of thalamus,0.8817,needs_review
species,Ventral Anterior Thalamus,llm_accept_top1,HOMBA:10417,HOMBA:10417,ventral anterior nucleus of thalamus,0.8788,needs_review,,HOMBA:10417,ventral anterior nucleus of thalamus,0.8788,needs_review
corpus,Area 43,llm_reject_top1,,HOMBA:AA30017,caudal division of subcentral cortex (area 43),1.0,high_confidence,,HOMBA:AA30017,caudal division of subcentral cortex (area 43),1.0,high_confidence
corpus,Middle frontal gyrus (middle),llm_accept_top1,HOMBA:12116,HOMBA:12116,middle frontal gyrus,1.0,high_confidence,,HOMBA:12116,middle frontal gyrus,1.0,high_confidence
corpus,Vestibular nucleus,llm_reject_top1,,HOMBA:12448,vestibular nuclei in pons,1.0,high_confidence,,HOMBA:12448,vestibular nuclei in pons,1.0,high_confidence
corpus,Ventral posterior internal thalamic nucleus,llm_reject_top1,,HOMBA:10423,ventral posterior nuclear complex of thalamus,0.9686,high_confidence,,HOMBA:10423,ventral posterior nuclear complex of thalamus,0.9686,high_confidence
corpus,Internal globus pallidus,llm_reject_top1,,HOMBA:10342,globus pallidus (paleostriatum),0.9001,high_confidence,,HOMBA:10342,globus pallidus (paleostriatum),0.9001,high_confidence
corpus,Anterior nucleus (thalamus),llm_reject_top1,,HOMBA:10410,rostral division of pulvinar,0.9236,high_confidence,,HOMBA:10410,rostral division of pulvinar,0.9236,high_confidence
species,Basal Nucleus,llm_reject_top1,,HOMBA:10332,basal ganglia (basal nuclei),1.0,high_confidence,,HOMBA:10332,basal ganglia (basal nuclei),1.0,high_confidence
species,"Lateral posterior thalamic nucleus, lateral part",llm_accept_top1,HOMBA:10408,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence
species,"Lateral posterior thalamic nucleus, mediocaudal part",llm_accept_top1,HOMBA:10408,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence
species,"Lateral posterior thalamic nucleus, mediorostral part",llm_accept_top1,HOMBA:10408,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence,,HOMBA:10408,lateral posterior nucleus of thalamus,1.0,high_confidence
species,Vestibular Nucleus,llm_reject_top1,,HOMBA:12448,vestibular nuclei in pons,1.0,high_confidence,,HOMBA:12448,vestibular nuclei in pons,1.0,high_confidence
species,Lateral olfactory tract,llm_reject_top1,,HOMBA:10309,nucleus of lateral olfactory tract,0.9975,high_confidence,,HOMBA:10309,nucleus of lateral olfactory tract,0.9975,high_confidence
species,Medial parietal cortex,llm_reject_top1,,HOMBA:10215,superior medial parietal cortex,0.9975,high_confidence,,HOMBA:10215,superior medial parietal cortex,0.9975,high_confidence
species,"Ventral cochlear nucleus, cap area",llm_accept_top1,HOMBA:12439,HOMBA:12439,ventral cochlear nucleus,0.9975,high_confidence,,HOMBA:12439,ventral cochlear nucleus,0.9975,high_confidence
species,"Inferior colliculus, dorsal cortex",llm_reject_top1,,HOMBA:12307,dorsal central nucleus of inferior colliculus,0.9427,high_confidence,,HOMBA:12307,dorsal central nucleus of inferior colliculus,0.9427,high_confidence
species,"Ventral cochlear nucleus, anterior part",llm_accept_top1,HOMBA:12439,HOMBA:12439,ventral cochlear nucleus,0.9687,high_confidence,,HOMBA:12439,ventral cochlear nucleus,0.9687,high_confidence
species,Lateral hypothalamic area,llm_reject_top1,,HOMBA:10494,"lateral hypothalamic area, tuberal part",0.9676,high_confidence,,HOMBA:10494,"lateral hypothalamic area, tuberal part",0.9676,high_confidence
species,Posterior interstitial nucleus of the anterior commissure,llm_reject_top1,,HOMBA:12194,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.9438,high_confidence,,HOMBA:12194,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.9438,high_confidence
species,Internal globus pallidus,llm_reject_top1,,HOMBA:10342,globus pallidus (paleostriatum),0.9001,high_confidence,,HOMBA:10342,globus pallidus (paleostriatum),0.9001,high_confidence
species,Ansiform Lobule Crus1,llm_reject_top1,,HOMBA:AA30411,lobule VII (semilunar-gracile lobule),0.9367,high_confidence,,HOMBA:AA30411,lobule VII (semilunar-gracile lobule),0.9367,high_confidence
species,Ansiform Lobule Crus2,llm_reject_top1,,HOMBA:AA30411,lobule VII (semilunar-gracile lobule),0.9367,high_confidence,,HOMBA:AA30411,lobule VII (semilunar-gracile lobule),0.9367,high_confidence
species,Posterior intralaminar nucleus,llm_reject_top1,,HOMBA:10448,caudal intralaminar nuclei of thalamus,0.9123,high_confidence,,HOMBA:10448,caudal intralaminar nuclei of thalamus,0.9123,high_confidence
species,"Inferior colliculus, central nucleus",llm_reject_top1,,HOMBA:12305,inferior colliculus,0.9038,high_confidence,,HOMBA:12305,inferior colliculus,0.9038,high_confidence
species,"Lateral lemniscus, commissure",llm_accept_top1,HOMBA:12760,HOMBA:12760,lateral lemniscus,0.9295,high_confidence,,HOMBA:12760,lateral lemniscus,0.9295,high_confidence
species,Medial geniculate complex (medial division),llm_reject_top1,,HOMBA:AA30307,medial geniculate nuclear complex,0.9233,high_confidence,,HOMBA:AA30307,medial geniculate nuclear complex,0.9233,high_confidence
corpus,Frontal eye field,llm_accept_top1,HOMBA:AA30010,HOMBA:AA30010,frontal eye field of premotor cortex,0.617,needs_review,,HOMBA:AA30010,frontal eye field of premotor cortex,0.617,needs_review
corpus,Fundal superior temporal area,llm_accept_top1,HOMBA:12139,HOMBA:AA30021,medial superior temporal area,0.628,needs_review,,HOMBA:AA30021,medial superior temporal area,0.628,needs_review
corpus,Visual area V3,llm_accept_top1,HOMBA:AA30824,HOMBA:AA30824,"dorsal third visual area (V3D, V3)",0.6246,needs_review,,HOMBA:AA30824,"dorsal third visual area (V3D, V3)",0.6246,needs_review
corpus,Olfactory cortex,llm_accept_top1,HOMBA:11371,HOMBA:11371,olfactory division of entorhinal cortex,0.6137,needs_review,,HOMBA:11371,olfactory division of entorhinal cortex,0.6137,needs_review
corpus,Middle occipital gyrus,llm_accept_top1,HOMBA:12148,HOMBA:12148,occipital lobe,0.6439,needs_review,,HOMBA:12148,occipital lobe,0.6439,needs_review
corpus,Medial insular area,llm_accept_top1,HOMBA:AA30006,HOMBA:AA30006,medial division of orbitofrontal insular cortex,0.41,low_confidence,,HOMBA:AA30006,medial division of orbitofrontal insular cortex,0.41,low_confidence
corpus,Visual area V6,llm_accept_top1,HOMBA:267499151,HOMBA:267499151,"sixth visual area V6 , part A",0.6604,needs_review,,HOMBA:267499151,"sixth visual area V6 , part A",0.6604,needs_review
