dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Abducens nucleus,high_confidence,1.0,HOMBA:12418,abducens nucleus,bm25+exact+fuzzy,Abducens nucleus,Abducens nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.260505,correct,0,1_highconf_correct.csv,2,aligned,high,1.0,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure.",aligned,high,1.0,Exact match with case variation; same anatomical structure.,aligned,high,1.0,Exact match except case.,aligned,high,1.0,3/3,False,3-0,stable,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure. | Exact match with case variation; same anatomical structure. | Exact match except case.",,
species,Arcuate nucleus,needs_review,0.786859,HOMBA:12536,arcuate nucleus of medulla oblongata,bm25+fuzzy,Arcuate nucleus,arcuate nucleus of medulla,,1.0,arcuate nucleus of hypothalamus,0.71707,,614,3_unresolved_correct.csv,193,ambiguous,medium,0.7,"Query 'arcuate nucleus' is ambiguous (hypothalamic vs medullary); top1 specifies medullary, but no context to determine intent.",ambiguous,medium,0.6,"Query 'arcuate nucleus' ambiguous (hypothalamus vs medulla); top1 picks medulla, but not clearly aligned or wrong.",ambiguous,medium,0.5,"Query 'Arcuate nucleus' is ambiguous (hypothalamic vs. medullary). Without context, cannot determine if top1's medullary choice is correct.",ambiguous,medium,0.6,3/3,False,3-0,stable,"Query 'arcuate nucleus' is ambiguous (hypothalamic vs medullary); top1 specifies medullary, but no context to determine intent. | Query 'arcuate nucleus' ambiguous (hypothalamus vs medulla); top1 picks medulla, but not clearly aligned or wrong. | Query 'Arcuate nucleus' is ambiguous (hypothalamic vs. medullary). Without context, cannot determine if top1's medullary choice is correct.",A_effectively_correct,synonym/parent match (review-only flag)
species,"Parietal association cortex, posterior area",needs_review,0.787578,HOMBA:10214,posterior parietal cortex,bm25+fuzzy,"Parietal association cortex, posterior area",posterior parietal cortex,posterior,1.0,posterior limiting parietal cortex,0.711256,,615,3_unresolved_correct.csv,194,aligned,high,0.95,posterior parietal cortex is a direct synonym for parietal association cortex posterior area,aligned,high,0.95,"Posterior parietal cortex is a direct anatomical synonym for parietal association cortex, posterior area.",aligned,high,0.98,"Query ‘Posterior area of parietal association cortex’ matches ‘posterior parietal cortex’, a widely accepted synonym for that region.",aligned,high,0.96,3/3,False,3-0,stable,"posterior parietal cortex is a direct synonym for parietal association cortex posterior area | Posterior parietal cortex is a direct anatomical synonym for parietal association cortex, posterior area. | Query ‘Posterior area of parietal association cortex’ matches ‘posterior parietal cortex’, a widely accepted synonym for that region.",A_effectively_correct,synonym/parent match (review-only flag)
species,Posterior Commissural Nuclei,needs_review,0.788483,HOMBA:12194,interstitial nucleus of posterior commissure (nucleus of posterior commissure),bm25+fuzzy,Posterior Commissural Nuclei,nuclei of posterior commissure,posterior,1.0,posterior (caudal) cortical nucleus of amygdala,0.782298,,616,3_unresolved_correct.csv,195,aligned,high,0.95,nuclei of posterior commissure matches query; top1 includes both singular and plural forms,aligned,high,0.95,Interstitial nucleus of posterior commissure (nucleus of posterior commissure) matches the query Posterior Commissural Nuclei.,partial_or_narrower,high,0.9,"Query ‘Posterior Commissural Nuclei’ generally covers multiple nuclei; top1 is one specific nucleus (interstitial nucleus), thus narrower.",aligned,medium,0.9333,2/3,True,2-1,majority_vote,"nuclei of posterior commissure matches query; top1 includes both singular and plural forms | Interstitial nucleus of posterior commissure (nucleus of posterior commissure) matches the query Posterior Commissural Nuclei. | Query ‘Posterior Commissural Nuclei’ generally covers multiple nuclei; top1 is one specific nucleus (interstitial nucleus), thus narrower.",A_effectively_correct,synonym/parent match (review-only flag)
species,Commissural stria terminalis,needs_review,0.795711,HOMBA:AA30882,commissural branch of stria terminalis,bm25+fuzzy,Commissural stria terminalis,commissural branch of stria terminalis,,1.0,stria terminalis,0.782738,,617,3_unresolved_correct.csv,196,aligned,high,0.95,commissural branch of stria terminalis is the standard term for the commissural stria terminalis,aligned,high,0.9,Commissural branch of stria terminalis is a direct match for commissural stria terminalis.,aligned,high,0.99,‘Commissural stria terminalis’ and ‘commissural branch of stria terminalis’ refer to the same structure.,aligned,high,0.9467,3/3,False,3-0,stable,commissural branch of stria terminalis is the standard term for the commissural stria terminalis | Commissural branch of stria terminalis is a direct match for commissural stria terminalis. | ‘Commissural stria terminalis’ and ‘commissural branch of stria terminalis’ refer to the same structure.,A_effectively_correct,synonym/parent match (review-only flag)
species,"Frontal orbital cortex, anterior",needs_review,0.798344,HOMBA:10161,frontal cortex,bm25+hierarchy_parent,"Frontal orbital cortex, anterior",frontal cortex,,1.0,orbital frontal cortex,0.725347,,618,3_unresolved_correct.csv,197,broader_parent,high,0.9,"frontal cortex is broader than frontal orbital cortex, anterior; query specifies subregion and subregion-modifier",broader_parent,high,0.9,"Frontal cortex is a broader parent of frontal orbital cortex, anterior; not exact but anatomically valid.",broader_parent,high,0.95,"Query is ‘anterior orbital frontal cortex’; top1 ‘frontal cortex’ is the correct broader parent region, anatomically appropriate but not precise.",broader_parent,high,0.9167,3/3,False,3-0,stable,"frontal cortex is broader than frontal orbital cortex, anterior; query specifies subregion and subregion-modifier | Frontal cortex is a broader parent of frontal orbital cortex, anterior; not exact but anatomically valid. | Query is ‘anterior orbital frontal cortex’; top1 ‘frontal cortex’ is the correct broader parent region, anatomically appropriate but not precise.",A_effectively_correct,synonym/parent match (review-only flag)
species,Transverse fibers of the pons,needs_review,0.80058,HOMBA:12795,transverse fibers of pons (pontine crossing tract),bm25+fuzzy,Transverse fibers of the pons,transverse fibers of pons,,1.0,transverse fibers,0.793822,,619,3_unresolved_correct.csv,198,aligned,high,0.95,transverse fibers of pons is exactly the same structure as query,aligned,high,0.95,Transverse fibers of pons (pontine crossing tract) is an exact synonym for transverse fibers of the pons.,aligned,high,0.99,"‘Transverse fibers of the pons’ directly matches top1, which includes the synonymous term ‘pontine crossing tract’.",aligned,high,0.9633,3/3,False,3-0,stable,"transverse fibers of pons is exactly the same structure as query | Transverse fibers of pons (pontine crossing tract) is an exact synonym for transverse fibers of the pons. | ‘Transverse fibers of the pons’ directly matches top1, which includes the synonymous term ‘pontine crossing tract’.",A_effectively_correct,synonym/parent match (review-only flag)
species,Cuneate Gracile Nuclei,needs_review,0.805236,HOMBA:12587,sensory relay nuclei in medulla oblongata,hierarchy_parent,Cuneate Gracile Nuclei,sensory relay nuclei in medulla oblongata,,1.0,gracile nucleus,0.725236,,620,3_unresolved_correct.csv,199,broader_parent,high,0.95,top1 is a broader functional group (sensory relay nuclei in medulla) that includes both cuneate and gracile nuclei; anatomically correct parent.,broader_parent,high,0.95,Query specifies cuneate and gracile nuclei; top1 is a broader grouping 'sensory relay nuclei in medulla oblongata' which includes them. Anatomically correct parent.,broader_parent,high,0.95,"Query names cuneate and gracile nuclei; top1 is the parent category 'sensory relay nuclei in medulla oblongata', which is anatomically correct but broader.",broader_parent,high,0.95,3/3,False,3-0,stable,"top1 is a broader functional group (sensory relay nuclei in medulla) that includes both cuneate and gracile nuclei; anatomically correct parent. | Query specifies cuneate and gracile nuclei; top1 is a broader grouping 'sensory relay nuclei in medulla oblongata' which includes them. Anatomically correct parent. | Query names cuneate and gracile nuclei; top1 is the parent category 'sensory relay nuclei in medulla oblongata', which is anatomically correct but broader.",A_effectively_correct,synonym/parent match (review-only flag)
species,Preoptic area,needs_review,0.815,HOMBA:10468,preoptic region of HTH,bm25+fuzzy+hierarchy_parent,preoptic region,preoptic region of HTH,,1.0,medial preoptic area,0.7009,,621,3_unresolved_correct.csv,200,aligned,high,0.95,'preoptic region of HTH' is synonymous with 'Preoptic area'; direct match.,aligned,high,0.98,Top1 'preoptic region of HTH' is a synonymous term for 'Preoptic area' (hypothalamus region). Direct match.,aligned,high,0.97,'Preoptic area' is a standard name for the preoptic region of the hypothalamus. Top1 matches exactly.,aligned,high,0.9667,3/3,False,3-0,stable,'preoptic region of HTH' is synonymous with 'Preoptic area'; direct match. | Top1 'preoptic region of HTH' is a synonymous term for 'Preoptic area' (hypothalamus region). Direct match. | 'Preoptic area' is a standard name for the preoptic region of the hypothalamus. Top1 matches exactly.,A_effectively_correct,synonym/parent match (review-only flag)
species,Medullar Reticular Nucleus,needs_review,0.816244,HOMBA:12640,"medullary reticular nucleus, ventral division (medial reticular nucleus)",bm25+fuzzy,Medullar Reticular Nucleus,medial reticular nucleus,reticular,1.0,parvicellular reticular nucleus,0.784446,,622,3_unresolved_correct.csv,201,partial_or_narrower,medium,0.8,"Query refers to medullary reticular nucleus generally, but top1 is specifically the ventral division (medial reticular nucleus), a narrower subdivision.",partial_or_narrower,high,0.95,"Query 'Medullar Reticular Nucleus' is general; top1 specifies 'ventral division (medial reticular nucleus)', which is a subdivision, thus narrower.",partial_or_narrower,high,0.9,"Query likely refers to the whole medullary reticular nucleus; top1 specifies only the ventral/medial division, which is a narrower component.",partial_or_narrower,high,0.8833,3/3,False,3-0,stable,"Query refers to medullary reticular nucleus generally, but top1 is specifically the ventral division (medial reticular nucleus), a narrower subdivision. | Query 'Medullar Reticular Nucleus' is general; top1 specifies 'ventral division (medial reticular nucleus)', which is a subdivision, thus narrower. | Query likely refers to the whole medullary reticular nucleus; top1 specifies only the ventral/medial division, which is a narrower component.",A_effectively_correct,synonym/parent match (review-only flag)
species,Retrosplenial granular area,needs_review,0.816308,HOMBA:10325,"granular retrosplenial cortex (area 29, RSg)",bm25+fuzzy,Retrosplenial granular area,granular retrosplenial cortex,granular,1.0,"agranular retrosplenial cortex (area 30, RSag)",0.354871,,623,3_unresolved_correct.csv,202,aligned,high,0.95,'granular retrosplenial cortex' is an accepted synonym for 'Retrosplenial granular area'.,aligned,high,0.98,"Top1 'granular retrosplenial cortex' is a synonym for 'Retrosplenial granular area', same structure.",aligned,high,0.97,'Retrosplenial granular area' is synonymous with granular retrosplenial cortex (area 29). Perfect match.,aligned,high,0.9667,3/3,False,3-0,stable,"'granular retrosplenial cortex' is an accepted synonym for 'Retrosplenial granular area'. | Top1 'granular retrosplenial cortex' is a synonym for 'Retrosplenial granular area', same structure. | 'Retrosplenial granular area' is synonymous with granular retrosplenial cortex (area 29). Perfect match.",A_effectively_correct,synonym/parent match (review-only flag)
species,"Basal forebrain region, unspecified",needs_review,0.8171,HOMBA:10349,basal forebrain,bm25+fuzzy+hierarchy_parent,"Basal forebrain region, unspecified",basal forebrain,,1.0,regions of basal forebrain,0.7371,,624,3_unresolved_correct.csv,203,aligned,high,0.95,"'basal forebrain' is equivalent to 'Basal forebrain region, unspecified'; same structure.",aligned,high,0.97,"Top1 'basal forebrain' matches the query 'Basal forebrain region, unspecified' – 'unspecified' does not change identity.",aligned,high,0.97,"'Basal forebrain region, unspecified' is essentially the same structure as 'basal forebrain'. The modifier 'unspecified' does not change the identity.",aligned,high,0.9633,3/3,False,3-0,stable,"'basal forebrain' is equivalent to 'Basal forebrain region, unspecified'; same structure. | Top1 'basal forebrain' matches the query 'Basal forebrain region, unspecified' – 'unspecified' does not change identity. | 'Basal forebrain region, unspecified' is essentially the same structure as 'basal forebrain'. The modifier 'unspecified' does not change the identity.",A_effectively_correct,synonym/parent match (review-only flag)
species,"Medial geniculate body, marginal zone",needs_review,0.81798,HOMBA:266441523,marginal zone of medial geniculate nucleus,bm25+fuzzy,"Medial geniculate body, marginal zone",marginal zone of medial geniculate nucleus,medial,1.0,medial division of medial geniculate nucleus,0.390675,,625,3_unresolved_correct.csv,204,aligned,high,0.98,top1 directly matches the marginal zone of the medial geniculate body/nucleus.,aligned,high,0.95,Top1 exactly matches query as synonym (marginal zone of medial geniculate nucleus vs medial geniculate body marginal zone).,aligned,high,0.98,"Top1 is exact synonym for the marginal zone of medial geniculate body, matching the query's compound description.",aligned,high,0.97,3/3,False,3-0,stable,"top1 directly matches the marginal zone of the medial geniculate body/nucleus. | Top1 exactly matches query as synonym (marginal zone of medial geniculate nucleus vs medial geniculate body marginal zone). | Top1 is exact synonym for the marginal zone of medial geniculate body, matching the query's compound description.",A_effectively_correct,synonym/parent match (review-only flag)
species,Medial geniculate complex (marginal zone),needs_review,0.818624,HOMBA:266441523,marginal zone of medial geniculate nucleus,bm25+fuzzy,Medial geniculate complex (marginal zone),marginal zone of medial geniculate nucleus,marginal;zone;marginal zone;medial,1.0,medial geniculate nuclear complex,0.770834,,626,3_unresolved_correct.csv,205,aligned,high,0.97,top1 directly matches the marginal zone component of the medial geniculate complex.,aligned,high,0.95,Top1 is direct synonym for the queried subdivision (marginal zone of medial geniculate complex).,aligned,high,0.98,Top1 exactly matches the marginal zone of medial geniculate complex indicated by the parenthetical.,aligned,high,0.9667,3/3,False,3-0,stable,top1 directly matches the marginal zone component of the medial geniculate complex. | Top1 is direct synonym for the queried subdivision (marginal zone of medial geniculate complex). | Top1 exactly matches the marginal zone of medial geniculate complex indicated by the parenthetical.,A_effectively_correct,synonym/parent match (review-only flag)
species,"Medial geniculate body, suprageniculate nucleus",needs_review,0.820237,HOMBA:10434,medial geniculate nucleus,bm25+fuzzy,"Medial geniculate body, suprageniculate nucleus",medial geniculate nucleus,medial,1.0,medial division of medial geniculate nucleus,0.762556,,627,3_unresolved_correct.csv,206,broader_parent,high,0.95,"top1 is the parent medial geniculate nucleus, while query specifies the suprageniculate nucleus within it.",broader_parent,high,0.95,Top1 is the parent nucleus of the queried suprageniculate nucleus; anatomically broader but correct container.,partial_or_narrower,high,0.97,Top1 corresponds to only the first part (medial geniculate body) of a two-part query; suprageniculate nucleus is missing.,broader_parent,medium,0.9567,2/3,True,2-1,majority_vote,"top1 is the parent medial geniculate nucleus, while query specifies the suprageniculate nucleus within it. | Top1 is the parent nucleus of the queried suprageniculate nucleus; anatomically broader but correct container. | Top1 corresponds to only the first part (medial geniculate body) of a two-part query; suprageniculate nucleus is missing.",A_effectively_correct,synonym/parent match (review-only flag)
species,Posterior Interstitial Nucleus,needs_review,0.821001,HOMBA:12194,interstitial nucleus of posterior commissure (nucleus of posterior commissure),bm25+fuzzy,posterior interstitial nuclei,interstitial nuclei of posterior commissure,posterior,1.0,interstitial nucleus of posterior limb of anterior commissure (fundus of striatum),0.692834,,628,3_unresolved_correct.csv,207,aligned,high,0.98,top1 is the same anatomical entity as the posterior interstitial nucleus.,aligned,high,0.9,Top1 matches the query as synonymous term (interstitial nucleus of posterior commissure).,aligned,high,0.99,Top1 is the standard anatomical term for Posterior Interstitial Nucleus (interstitial nucleus of posterior commissure).,aligned,high,0.9567,3/3,False,3-0,stable,top1 is the same anatomical entity as the posterior interstitial nucleus. | Top1 matches the query as synonymous term (interstitial nucleus of posterior commissure). | Top1 is the standard anatomical term for Posterior Interstitial Nucleus (interstitial nucleus of posterior commissure).,A_effectively_correct,synonym/parent match (review-only flag)
species,"Precentral gyrus, medial/supplementary motor area",needs_review,0.827822,HOMBA:AA30012,medial division of area 6 (supplementary motor area),bm25+fuzzy,"Precentral gyrus, medial/supplementary motor area",supplementary motor area,medial,1.0,precentral gyrus,0.529377,,629,3_unresolved_correct.csv,208,partial_or_narrower,high,0.97,"top1 covers only the supplementary motor area, ignoring the precentral gyrus part of the query.",partial_or_narrower,medium,0.7,"Top1 covers only the supplementary motor area component of the compound query, missing the precentral gyrus part.",partial_or_narrower,high,0.97,"Top1 covers only the supplementary motor area portion, not the precentral gyrus; query is compound.",partial_or_narrower,high,0.88,3/3,False,3-0,stable,"top1 covers only the supplementary motor area, ignoring the precentral gyrus part of the query. | Top1 covers only the supplementary motor area component of the compound query, missing the precentral gyrus part. | Top1 covers only the supplementary motor area portion, not the precentral gyrus; query is compound.",A_effectively_correct,synonym/parent match (review-only flag)
species,Frontal medial cortex,needs_review,0.837395,HOMBA:10195,medial orbital frontal cortex (area 14),bm25+fuzzy,Frontal medial cortex,medial orbital frontal cortex,medial,1.0,medial (caudal) entorhinal cortex,0.395176,,630,3_unresolved_correct.csv,209,partial_or_narrower,medium,0.7,Top1 is a specific subregion (medial orbital frontal cortex) of the broader query 'Frontal medial cortex'; not exact match.,partial_or_narrower,medium,0.7,Query 'Frontal medial cortex' is broader; top1 'medial orbital frontal cortex' is a specific subregion. Narrower match.,wrong,high,0.9,"Medial orbital frontal cortex is on the ventral (orbital) surface, not the medial surface of the frontal lobe.",partial_or_narrower,medium,0.7667,2/3,True,2-1,majority_vote,"Top1 is a specific subregion (medial orbital frontal cortex) of the broader query 'Frontal medial cortex'; not exact match. | Query 'Frontal medial cortex' is broader; top1 'medial orbital frontal cortex' is a specific subregion. Narrower match. | Medial orbital frontal cortex is on the ventral (orbital) surface, not the medial surface of the frontal lobe.",A_effectively_correct,synonym/parent match (review-only flag)
species,"Olfactory bulb, unspecified",needs_review,0.841346,HOMBA:10307,olfactory bulb,bm25+fuzzy,"Olfactory bulb, unspecified",olfactory bulb,,1.0,lamination of olfactory bulb,0.610515,,631,3_unresolved_correct.csv,210,aligned,high,0.95,"Direct match: olfactory bulb matches query, 'unspecified' is a non-anatomical qualifier.",aligned,high,0.9,"Query 'Olfactory bulb, unspecified' exactly matches top1 'olfactory bulb'. Aligned.",aligned,high,1.0,Exact match; 'unspecified' adds no specificity.,aligned,high,0.95,3/3,False,3-0,stable,"Direct match: olfactory bulb matches query, 'unspecified' is a non-anatomical qualifier. | Query 'Olfactory bulb, unspecified' exactly matches top1 'olfactory bulb'. Aligned. | Exact match; 'unspecified' adds no specificity.",A_effectively_correct,synonym/parent match (review-only flag)
species,Medial orbital area,needs_review,0.841567,HOMBA:12122,medial orbital gyrus,bm25+fuzzy,Medial orbital area,medial orbital gyrus,medial,1.0,medial orbital sulcus,0.815573,,632,3_unresolved_correct.csv,211,partial_or_narrower,medium,0.7,"Query 'Medial orbital area' is broader than top1 'medial orbital gyrus', which is a specific gyrus.",partial_or_narrower,medium,0.7,Query 'Medial orbital area' is broader; top1 'medial orbital gyrus' is a specific gyrus. Partial match.,aligned,high,1.0,Medial orbital area is a standard synonym for medial orbital gyrus.,partial_or_narrower,medium,0.8,2/3,True,2-1,majority_vote,"Query 'Medial orbital area' is broader than top1 'medial orbital gyrus', which is a specific gyrus. | Query 'Medial orbital area' is broader; top1 'medial orbital gyrus' is a specific gyrus. Partial match. | Medial orbital area is a standard synonym for medial orbital gyrus.",A_effectively_correct,synonym/parent match (review-only flag)
species,"External medullary lamina, unspecified",needs_review,0.843619,HOMBA:12038,external medullary lamina of thalamus,bm25+fuzzy,"External medullary lamina, unspecified",external medullary lamina of thalamus,external,1.0,external medullary lamina of globus pallidus,0.837814,,633,3_unresolved_correct.csv,212,aligned,high,0.9,External medullary lamina is the same structure; 'unspecified' does not affect identity.,aligned,high,0.9,"Query 'External medullary lamina, unspecified' exactly matches top1 with specification 'of thalamus'. Aligned.",aligned,high,1.0,"External medullary lamina is the same structure, top1 adds clarifying 'of thalamus'.",aligned,high,0.9333,3/3,False,3-0,stable,"External medullary lamina is the same structure; 'unspecified' does not affect identity. | Query 'External medullary lamina, unspecified' exactly matches top1 with specification 'of thalamus'. Aligned. | External medullary lamina is the same structure, top1 adds clarifying 'of thalamus'.",A_effectively_correct,synonym/parent match (review-only flag)
species,Spinal Trigeminal Nucleus Oral,needs_review,0.848095,HOMBA:12447,"spinal nucleus of trigeminal nerve, rostral subnucleus",bm25+fuzzy,spinal principal sensory nucleus of trigeminal nerve oral,"spinal nucleus of trigeminal nerve, oral subnucleus",oral,1.0,spinal trigeminal nucleus,0.785316,,634,3_unresolved_correct.csv,213,aligned,medium,0.8,Rostral subnucleus is synonymous with oral subnucleus of spinal trigeminal nucleus; acceptable match.,aligned,medium,0.7,"Query 'Spinal Trigeminal Nucleus Oral' refers to oral subnucleus; top1 'spinal nucleus of trigeminal nerve, rostral subnucleus' is synonymous. Aligned, though matched_query suggests possible confusion.",aligned,high,1.0,Oral subnucleus of spinal trigeminal nucleus is equivalent to rostral subnucleus.,aligned,high,0.8333,3/3,False,3-0,stable,"Rostral subnucleus is synonymous with oral subnucleus of spinal trigeminal nucleus; acceptable match. | Query 'Spinal Trigeminal Nucleus Oral' refers to oral subnucleus; top1 'spinal nucleus of trigeminal nerve, rostral subnucleus' is synonymous. Aligned, though matched_query suggests possible confusion. | Oral subnucleus of spinal trigeminal nucleus is equivalent to rostral subnucleus.",A_effectively_correct,synonym/parent match (review-only flag)
species,"Anteroventral thalamic nucleus, ventrolateral part",needs_review,0.850962,HOMBA:10395,anteroventral nucleus of thalamus,bm25+fuzzy,anteroventral nucleus of thalamus ventrolateral part,anteroventral nucleus of thalamus,,1.0,anterior nuclear complex of thalamus,0.800627,,635,3_unresolved_correct.csv,214,broader_parent,high,0.95,"top1 is the parent nucleus of the specified subpart, broader but anatomically correct.",broader_parent,high,0.9,top1_name 'anteroventral nucleus of thalamus' is the parent structure of the query's specified ventrolateral part.,broader_parent,high,0.9,"Top1 is the whole anteroventral nucleus of thalamus; query specifies only its ventrolateral part, so top1 is the correct parent.",broader_parent,high,0.9167,3/3,False,3-0,stable,"top1 is the parent nucleus of the specified subpart, broader but anatomically correct. | top1_name 'anteroventral nucleus of thalamus' is the parent structure of the query's specified ventrolateral part. | Top1 is the whole anteroventral nucleus of thalamus; query specifies only its ventrolateral part, so top1 is the correct parent.",A_effectively_correct,synonym/parent match (review-only flag)
species,Copula of the Pyramis,needs_review,0.852241,HOMBA:AA30418,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",bm25+fuzzy,Copula of the Pyramis,copula pyramis,,1.0,Lobule VIII (pyramis),0.384543,,636,3_unresolved_correct.csv,215,aligned,high,0.95,"Copula of the Pyramis is synonymous with copula pyramis, included in top1 name.",aligned,high,0.95,top1_name includes 'copula pyramis' which is a direct synonym for 'Copula of the Pyramis'.,aligned,high,0.95,"Copula of the Pyramis directly maps to lobule VIIIB, as 'copula pyramis' is explicitly listed in the top1 name as a synonym.",aligned,high,0.95,3/3,False,3-0,stable,"Copula of the Pyramis is synonymous with copula pyramis, included in top1 name. | top1_name includes 'copula pyramis' which is a direct synonym for 'Copula of the Pyramis'. | Copula of the Pyramis directly maps to lobule VIIIB, as 'copula pyramis' is explicitly listed in the top1 name as a synonym.",A_effectively_correct,synonym/parent match (review-only flag)
species,Lateral orbital area,needs_review,0.854066,HOMBA:12125,lateral orbital gyrus,bm25+fuzzy,Lateral orbital area,lateral orbital gyrus,lateral,1.0,lateral orbital sulcus,0.828913,,637,3_unresolved_correct.csv,216,aligned,high,0.9,Lateral orbital area and lateral orbital gyrus are commonly used synonyms.,aligned,high,0.9,"'lateral orbital gyrus' is the standard anatomical name for 'lateral orbital area', considered synonymous.",aligned,medium,0.85,"In standard neuroanatomy, lateral orbital area and lateral orbital gyrus are equivalent structures.",aligned,high,0.8833,3/3,False,3-0,stable,"Lateral orbital area and lateral orbital gyrus are commonly used synonyms. | 'lateral orbital gyrus' is the standard anatomical name for 'lateral orbital area', considered synonymous. | In standard neuroanatomy, lateral orbital area and lateral orbital gyrus are equivalent structures.",A_effectively_correct,synonym/parent match (review-only flag)
species,Septum and diagonal band,needs_review,0.854167,HOMBA:12034,diagonal band,bm25+fuzzy,septum and diagonal band of broca,diagonal band of broca,,1.0,nucleus of diagonal band,0.592062,,638,3_unresolved_correct.csv,217,partial_or_narrower,high,0.95,"query includes both septum and diagonal band; top1 only covers diagonal band, missing septum.",partial_or_narrower,high,0.9,"Query includes both septum and diagonal band; top1_name only covers diagonal band, missing septum.",partial_or_narrower,high,0.95,"Query is a compound structure (septum + diagonal band); top1 only covers the diagonal band component, missing the septum entirely.",partial_or_narrower,high,0.9333,3/3,False,3-0,stable,"query includes both septum and diagonal band; top1 only covers diagonal band, missing septum. | Query includes both septum and diagonal band; top1_name only covers diagonal band, missing septum. | Query is a compound structure (septum + diagonal band); top1 only covers the diagonal band component, missing the septum entirely.",A_effectively_correct,synonym/parent match (review-only flag)
species,Cornu ammonis 1,needs_review,0.856667,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+fuzzy,Cornu ammonis 1,Cornu Ammonis,,1.0,"lobule VIIAt (tuber, part 1)",0.262197,,639,3_unresolved_correct.csv,218,broader_parent,high,0.95,"top1 is the entire Cornu Ammonis; query specifies subfield CA1, so top1 is broader parent.",broader_parent,high,0.9,top1_name 'Cornu Ammonis' is the broader parent of the specific subfield CA1 (Cornu ammonis 1).,broader_parent,high,0.9,"Top1 is hippocampal proper (entire Cornu Ammonis), while query is Cornu ammonis 1 (CA1), a subfield. Top1 is the correct parent structure.",broader_parent,high,0.9167,3/3,False,3-0,stable,"top1 is the entire Cornu Ammonis; query specifies subfield CA1, so top1 is broader parent. | top1_name 'Cornu Ammonis' is the broader parent of the specific subfield CA1 (Cornu ammonis 1). | Top1 is hippocampal proper (entire Cornu Ammonis), while query is Cornu ammonis 1 (CA1), a subfield. Top1 is the correct parent structure.",A_effectively_correct,synonym/parent match (review-only flag)
species,Cornu ammonis 2,needs_review,0.856667,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+fuzzy,Cornu ammonis 2,Cornu Ammonis,,1.0,"lobule VIIB (tuber, part 2)",0.262197,,640,3_unresolved_correct.csv,219,broader_parent,high,0.95,"Top1 is hippocampal proper (Cornu Ammonis), which is the broader parent of the specific subfield CA2.",broader_parent,high,0.95,"Top1 is the whole Cornu Ammonis region, while query specifies CA2 subfield. Anatomically correct parent.",broader_parent,high,0.9,"Query is 'Cornu ammonis 2' (CA2 subfield); top1 is the whole hippocampal proper, which is the anatomically correct parent but not the specific subfield.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 is hippocampal proper (Cornu Ammonis), which is the broader parent of the specific subfield CA2. | Top1 is the whole Cornu Ammonis region, while query specifies CA2 subfield. Anatomically correct parent. | Query is 'Cornu ammonis 2' (CA2 subfield); top1 is the whole hippocampal proper, which is the anatomically correct parent but not the specific subfield.",A_effectively_correct,synonym/parent match (review-only flag)
species,Cornu ammonis 3,needs_review,0.856667,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+fuzzy,Cornu ammonis 3,Cornu Ammonis,,1.0,area 3 of primary somatosensory cortex,0.266446,,641,3_unresolved_correct.csv,220,broader_parent,high,0.95,"Top1 is hippocampal proper (Cornu Ammonis), broader parent of CA3.",broader_parent,high,0.95,"Top1 is the whole Cornu Ammonis region, while query specifies CA3 subfield. Anatomically correct parent.",broader_parent,high,0.9,"Query is 'Cornu ammonis 3' (CA3 subfield); top1 is whole hippocampal proper, broader parent structure, not exact but not wrong.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 is hippocampal proper (Cornu Ammonis), broader parent of CA3. | Top1 is the whole Cornu Ammonis region, while query specifies CA3 subfield. Anatomically correct parent. | Query is 'Cornu ammonis 3' (CA3 subfield); top1 is whole hippocampal proper, broader parent structure, not exact but not wrong.",A_effectively_correct,synonym/parent match (review-only flag)
