dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check
species,Medial longitudinal fascicle,high_confidence,1.0,HOMBA:12764,medial longitudinal fasciculus,bm25+exact+fuzzy,Medial longitudinal fascicle,Medial longitudinal fascicle,medial,1.0,medial longitudinal fasciculus in spinal cord,0.9325,correct
species,Medial Parabrachial Nucleus,high_confidence,1.0,HOMBA:12487,medial parabrachial nucleus,bm25+exact+fuzzy,Medial Parabrachial Nucleus,Medial Parabrachial Nucleus,medial,1.0,"medial parabrachial nucleus, medial division",1.0,correct
species,Medial Pulvinar,high_confidence,1.0,HOMBA:10411,medial division of pulvinar,bm25+fuzzy,medial pulvinar of thalamus,medial division of pulvinar of thalamus,medial,1.0,pulvinar of thalamus,0.7172,correct
species,Medial superior olive,high_confidence,1.0,HOMBA:12470,medial superior olivary nucleus,bm25+exact+fuzzy,Medial superior olive,Medial superior olive,medial,1.0,superior olivary nucleus,0.6512,correct
species,Median eminence,high_confidence,1.0,HOMBA:13338,median eminence,bm25+exact+fuzzy+hierarchy_parent,Median eminence,Median eminence,,1.0,internal division of median eminence,0.695441,correct
species,Mediodorsal thalamic nucleus,high_confidence,1.0,HOMBA:10398,mediodorsal nucleus of thalamus,bm25+exact+fuzzy,Mediodorsal thalamic nucleus,Mediodorsal thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.369828,correct
species,Mediodorsal Thalamus,high_confidence,1.0,HOMBA:10398,mediodorsal nucleus of thalamus,bm25+exact+fuzzy,Mediodorsal Thalamus,Mediodorsal Thalamus,,1.0,ventral midline nuclei of thalamus,0.284685,correct
species,Midbrain reticular formation,high_confidence,1.0,HOMBA:12239,midbrain reticular formation,bm25+exact+fuzzy,Midbrain reticular formation,Midbrain reticular formation,reticular,1.0,isthmic reticular formation,0.439062,correct
species,Middle cerebellar peduncle,high_confidence,1.0,HOMBA:12768,middle cerebellar peduncle (brachium pontis),bm25+exact+fuzzy,Middle cerebellar peduncle,Middle cerebellar peduncle,,1.0,cerebellar morphology,0.323616,correct
species,Middle frontal gyrus,high_confidence,1.0,HOMBA:12116,middle frontal gyrus,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,,1.0,frontal lobe,0.97,correct
species,Motor Trigeminal Nucleus,high_confidence,1.0,HOMBA:12429,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",bm25+exact+fuzzy+hierarchy_parent,Motor Trigeminal Nucleus,Motor Trigeminal Nucleus,,1.0,afferent nuclei of cranial nerves in pons,0.816733,correct
species,Nucleus accumbens (core),high_confidence,1.0,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy,Nucleus accumbens,core of nucleus accumbens,core,1.0,nucleus accumbens,0.88,correct
species,Nucleus accumbens (shell),high_confidence,1.0,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens,shell of nucleus nucleus accumbens,shell,1.0,nucleus accumbens,0.88,correct
species,"Nucleus accumbens, core",high_confidence,1.0,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens core,core of nucleus nucleus accumbens,core,1.0,core of interstitial nucleus of Cajal,0.399673,correct
species,"Nucleus accumbens, shell",high_confidence,1.0,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy,nucleus nucleus accumbens shell,shell of nucleus nucleus accumbens,shell,1.0,"gracile nucleus, rostral division (shell)",0.399729,correct
species,Nucleus of the lateral olfactory tract,high_confidence,1.0,HOMBA:10309,nucleus of lateral olfactory tract,bm25+fuzzy,Nucleus of the lateral olfactory tract,nucleus of lateral olfactory tract,lateral,1.0,olfactory tract,0.566861,correct
species,Nucleus sagulum,high_confidence,1.0,HOMBA:12313,sagulum nucleus (nucleus sagulum),bm25+exact+fuzzy,Nucleus sagulum,Nucleus sagulum,,1.0,cerebellar deep nuclei,0.260505,correct
species,Obex,high_confidence,1.0,HOMBA:12812,obex,bm25+exact+fuzzy,Obex,Obex,,1.0,,,correct
species,Occulomotor Nuclei,high_confidence,1.0,HOMBA:12198,oculomotor nucleus,bm25+exact+fuzzy+hierarchy_parent,occulomotor nucleus,occulomotor nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.97,correct
species,Oculomotor complex,high_confidence,1.0,HOMBA:12198,oculomotor nucleus,bm25+exact+fuzzy+hierarchy_parent,Oculomotor complex,Oculomotor complex,,1.0,central oculomotor nucleus,0.736733,correct
species,Olfactory tubercle,high_confidence,1.0,HOMBA:10310,olfactory tubercle,bm25+exact+fuzzy+hierarchy_parent,Olfactory tubercle,Olfactory tubercle,,1.0,islands of Calleja of olfactory tubercle,0.674503,correct
species,Olfactory Tubercule,high_confidence,1.0,HOMBA:10310,olfactory tubercle,bm25+exact+fuzzy+hierarchy_parent,Olfactory Tubercule,Olfactory Tubercule,,1.0,islands of Calleja of olfactory tubercle,0.674503,correct
species,Olivocerebellar Tract,high_confidence,1.0,HOMBA:12747,olivocerebellar tract,bm25+exact+fuzzy,Olivocerebellar Tract,Olivocerebellar Tract,,1.0,pyramidal tract,0.302708,correct
species,Optic nerve,high_confidence,1.0,HOMBA:15544,optic nerve,bm25+exact+fuzzy,Optic nerve,Optic nerve,,1.0,optic nerve layer of superior colliculus,0.460638,correct
species,Optic Tract,high_confidence,1.0,HOMBA:10589,optic tract,bm25+exact+fuzzy,Optic Tract,Optic Tract,,1.0,nucleus of the optic tract  (lentiform nucleus),0.590086,correct
species,Parabigeminal Nucleus,high_confidence,1.0,HOMBA:12312,parabigeminal nucleus,bm25+exact+fuzzy,Parabigeminal Nucleus,Parabigeminal Nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Paracentral thalamic nucleus,high_confidence,1.0,HOMBA:10446,paracentral nucleus of thalamus,bm25+exact+fuzzy,Paracentral thalamic nucleus,Paracentral thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.369828,correct
species,Parafascicular thalamic nucleus,high_confidence,1.0,HOMBA:10450,parafascicular nucleus of thalamus,bm25+exact+fuzzy+hierarchy_parent,Parafascicular thalamic nucleus,Parafascicular thalamic nucleus,,1.0,caudal intralaminar nuclei of thalamus,0.97,correct
species,Paraflocculus,high_confidence,1.0,HOMBA:AA30421,lobule IXb (paraflocculus),bm25+exact+fuzzy,Paraflocculus,Paraflocculus,,1.0,lobule IX (tonsil-paraflocculus),0.8,correct
species,Parahippocampal gyrus,high_confidence,1.0,HOMBA:12162,parahippocampal gyrus,bm25+exact+fuzzy+hierarchy_parent,Parahippocampal gyrus,Parahippocampal gyrus,,1.0,anterior parahippocampal gyrus,0.736733,correct
species,Paramedian Lobule,high_confidence,1.0,HOMBA:AA30417,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",bm25+exact+fuzzy,Paramedian Lobule,Paramedian Lobule,,1.0,Lobule VIII (biventral lobule),0.97,correct
species,Parasubiculum,high_confidence,1.0,HOMBA:10316,parasubiculum (parasubicular cortex),bm25+exact+fuzzy+hierarchy_parent,Parasubiculum,Parasubiculum,,1.0,distal division (subdivision a) of PaSr,0.8,correct
species,Parataenial thalamic nucleus,high_confidence,1.0,HOMBA:10404,parataenial nucleus of thalamus,bm25+exact+fuzzy,Parataenial thalamic nucleus,Parataenial thalamic nucleus,,1.0,dorsal midline nuclei of thalamus,0.97,correct
species,Perifornical nucleus,high_confidence,1.0,HOMBA:11578,perifornical nucleus,bm25+exact+fuzzy,Perifornical nucleus,Perifornical nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Peripeduncular nucleus,high_confidence,1.0,HOMBA:12285,peripeduncular nucleus,bm25+exact+fuzzy,Peripeduncular nucleus,Peripeduncular nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Pineal gland,high_confidence,1.0,HOMBA:10460,pineal body,bm25+exact+fuzzy,Pineal gland,Pineal gland,,1.0,pituitary body/gland (hypophysis),0.278379,correct
species,Piriform cortex,high_confidence,1.0,HOMBA:10311,piriform cortex,bm25+exact+fuzzy,Piriform cortex,Piriform cortex,,1.0,dorsolateral temporal cortex,0.278749,correct
species,Pontine nuclei,high_confidence,1.0,HOMBA:12406,pontine nucleus,bm25+exact+fuzzy+hierarchy_parent,Pontine nuclei,Pontine nuclei,,1.0,pontine gamma nucleus,0.631263,correct
species,Pontine nucleus,high_confidence,1.0,HOMBA:12406,pontine nucleus,bm25+exact+fuzzy+hierarchy_parent,Pontine nucleus,Pontine nucleus,,1.0,pontine gamma nucleus,0.734026,correct
species,Posterior Commissure,high_confidence,1.0,HOMBA:10567,posterior commissure,bm25+exact+fuzzy,Posterior Commissure,Posterior Commissure,posterior,1.0,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.974167,correct
species,Posterior commissure,high_confidence,1.0,HOMBA:10567,posterior commissure,bm25+exact+fuzzy,Posterior commissure,Posterior commissure,posterior,1.0,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.974167,correct
species,Posterior hypothalamic nucleus,high_confidence,1.0,HOMBA:10503,posterior hypothalamic nucleus,bm25+exact+fuzzy,Posterior hypothalamic nucleus,Posterior hypothalamic nucleus,posterior,1.0,interstitial nucleus of posterior commissure (nucleus of posterior commissure),0.397567,correct
species,Posterior thalamic nucleus,high_confidence,1.0,HOMBA:10440,posterior nucleus of thalamus,bm25+exact+fuzzy,Posterior thalamic nucleus,Posterior thalamic nucleus,posterior,1.0,lateral posterior nucleus of thalamus,0.9975,correct
species,Postrhinal cortex,high_confidence,1.0,HOMBA:10263,posterior parahippocampal region (postrhinal cortex),bm25+exact+fuzzy,Postrhinal cortex,Postrhinal cortex,,1.0,dorsolateral temporal cortex,0.278749,correct
species,Precommissural nucleus,high_confidence,1.0,HOMBA:12287,precommissural nucleus,bm25+exact+fuzzy,Precommissural nucleus,Precommissural nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Pregeniculate nucleus,high_confidence,1.0,HOMBA:13042,pregeniculate nucleus (ventral lateral geniculate nucleus),bm25+exact+fuzzy+hierarchy_parent,Pregeniculate nucleus,Pregeniculate nucleus,,1.0,oval body of pregeniculate nucleus,0.775735,correct
species,Prelunate gyrus,high_confidence,1.0,HOMBA:AA30555,prelunate gyrus,bm25+exact+fuzzy,Prelunate gyrus,Prelunate gyrus,,1.0,uncus of (para)hippocampal gyrus,0.310977,correct
species,Prepositus Nucleus,high_confidence,1.0,HOMBA:12615,prepositus hypoglossal nucleus,bm25+exact+fuzzy,Prepositus Nucleus,Prepositus Nucleus,,1.0,other nuclei in dorsal medulla,0.97,correct
species,Prerubral Field,high_confidence,1.0,HOMBA:AA30325,prerubral field (field H3),bm25+exact+fuzzy,Prerubral Field,Prerubral Field,,1.0,prerubral regions,0.321046,correct
species,Presubiculum,high_confidence,1.0,HOMBA:10315,presubiculum (presubicular cortex),bm25+exact+fuzzy+hierarchy_parent,Presubiculum,Presubiculum,,1.0,caudal (dorsal) presubiculum (postsubiculum),0.676118,correct
species,Pretectal region,high_confidence,1.0,HOMBA:12181,pretectal region,bm25+exact+fuzzy,Pretectal region,Pretectal region,,1.0,pretectal nuclear complex,0.499442,correct
species,Primary auditory area,high_confidence,1.0,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",bm25+exact+fuzzy+hierarchy_parent,Primary auditory area,Primary auditory area,,1.0,"secondary auditory cortex (auditory belt region, area 42, area TB)",0.7009,correct
species,Primary motor area,high_confidence,1.0,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",bm25+exact+fuzzy,Primary motor area,Primary motor area,,1.0,frontal motor cortex (posterior frontal cortex),0.8342,correct
species,Primary visual area,high_confidence,1.0,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",bm25+exact+fuzzy+hierarchy_parent,Primary visual area,Primary visual area,,1.0,area x of visual cortex,0.7009,correct
species,Principal Trigeminal Nucleus,high_confidence,1.0,HOMBA:12444,principal sensory nucleus of trigeminal nerve,bm25+exact+fuzzy,Principal Trigeminal Nucleus,Principal Trigeminal Nucleus,principal,1.0,spinal trigeminal nucleus,0.949008,correct
species,Putamen,high_confidence,1.0,HOMBA:10338,putamen (lateroventral division of the CP),bm25+exact+fuzzy+hierarchy_parent,Putamen,Putamen,,1.0,caudal putamen,0.7009,correct
species,Pyramidal decussation,high_confidence,1.0,HOMBA:12772,pyramidal decussation,bm25+exact+fuzzy,Pyramidal decussation,Pyramidal decussation,decussation,1.0,supraoptic decussation,0.387737,correct
species,Pyramidal Tract,high_confidence,1.0,HOMBA:12773,pyramidal tract,bm25+exact+fuzzy+hierarchy_parent,Pyramidal Tract,Pyramidal Tract,,1.0,pyramidal part of medulla oblongata,0.258155,correct
species,Raphe Magnus Nucleus,high_confidence,1.0,HOMBA:12642,raphe magnus nucleus,bm25+exact+fuzzy,Raphe Magnus Nucleus,Raphe Magnus Nucleus,,1.0,raphe nuclei in medulla oblongata,0.97,correct
species,Raphe Obscurus Nucleus,high_confidence,1.0,HOMBA:12643,raphe obscurus nucleus,bm25+exact+fuzzy,Raphe Obscurus Nucleus,Raphe Obscurus Nucleus,,1.0,raphe nuclei in medulla oblongata,0.97,correct
species,Red nucleus,high_confidence,1.0,HOMBA:12247,red nucleus,bm25+exact+fuzzy+hierarchy_parent,Red nucleus,Red nucleus,,1.0,"red nucleus, dorsomedial division",0.653352,correct
species,Reticular thalamic nucleus,high_confidence,1.0,HOMBA:10464,reticular nucleus of thalamus,bm25+exact+fuzzy,Reticular thalamic nucleus,Reticular thalamic nucleus,reticular,1.0,caudoventrolateral reticular nucleus,0.402654,correct
species,Reticular Thalamus,high_confidence,1.0,HOMBA:10464,reticular nucleus of thalamus,bm25+exact+fuzzy,Reticular Thalamus,Reticular Thalamus,reticular,1.0,caudoventrolateral reticular nucleus,0.349263,correct
species,Reticulotegmentum,high_confidence,1.0,HOMBA:12497,reticulotegmental nucleus,bm25+exact+fuzzy+hierarchy_parent,Reticulotegmentum,Reticulotegmentum,,1.0,"reticulotegmental nucleus, dorsal division",0.7009,correct
species,Retroisthmic Nucleus,high_confidence,1.0,HOMBA:12289,retrorubral field (retroisthmic nucleus),bm25+exact+fuzzy,Retroisthmic Nucleus,Retroisthmic Nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Retrorubral Field,high_confidence,1.0,HOMBA:12289,retrorubral field (retroisthmic nucleus),bm25+exact+fuzzy,Retrorubral Field,Retrorubral Field,,1.0,prerubral field (field H3),0.266565,correct
species,Reuniens thalamic nucleus,high_confidence,1.0,HOMBA:10403,reuniens (medioventral) nucleus of thalamus,bm25+exact+fuzzy,Reuniens thalamic nucleus,Reuniens thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.97,correct
species,Rhomboid thalamic nucleus,high_confidence,1.0,HOMBA:10447,rhomboid (central) nucleus of thalamus,bm25+exact+fuzzy,Rhomboid thalamic nucleus,Rhomboid thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.97,correct
species,Secondary somatosensory area,high_confidence,1.0,HOMBA:13010,subcentral cortex (area 43; secondary somatosensory cortex),bm25+exact+fuzzy,Secondary somatosensory area,Secondary somatosensory area,,1.0,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.250766,correct
species,Septal region,high_confidence,1.0,HOMBA:10350,septal region (septal nuclear complex),bm25+exact+fuzzy+hierarchy_parent,Septal region,Septal region,,1.0,rostral septal nuclear complex,0.77875,correct
species,Simple Lobule,high_confidence,1.0,HOMBA:AA30408,lobule VI (simple lobule),bm25+exact+fuzzy+hierarchy_parent,Simple Lobule,Simple Lobule,,1.0,"lobule VIA (simple lobule, rostral part)",1.0,correct
species,Solitary Tract Nucleus,high_confidence,1.0,HOMBA:12557,solitary nucleus,bm25+exact+fuzzy+hierarchy_parent,Solitary Tract Nucleus,Solitary Tract Nucleus,,1.0,solitary tract,0.854167,correct
species,Spinal cord,high_confidence,1.0,HOMBA:AA30565,spinal cord,bm25+exact+fuzzy+hierarchy_parent,Spinal cord,Spinal cord,,1.0,gray matter of spinal cord,0.8925,correct
species,Spinal trigeminal nucleus,high_confidence,1.0,HOMBA:12572,spinal trigeminal nucleus,bm25+exact+fuzzy+hierarchy_parent,Spinal trigeminal nucleus,Spinal trigeminal nucleus,,1.0,afferent nuclei of cranial nerves in pons,0.817465,correct
species,Spinal Trigeminal Nucleus Caudal,high_confidence,1.0,HOMBA:12573,"spinal trigeminal nucleus, caudal division",bm25+fuzzy,spinal principal sensory nucleus of trigeminal nerve caudal,spinal principal sensory nucleus of trigeminal nerve caudal part,caudal,1.0,spinal trigeminal nucleus,0.77259,correct
species,Spinal trigeminal tract,high_confidence,1.0,HOMBA:12792,spinal trigeminal tract,bm25+exact+fuzzy,Spinal trigeminal tract,Spinal trigeminal tract,,1.0,mesencephalic trigeminal tract,0.634568,correct
species,Stria terminalis,high_confidence,1.0,HOMBA:10591,stria terminalis,bm25+exact+fuzzy,Stria terminalis,Stria terminalis,,1.0,remaining caudal extension of BST (along stria terminalis),0.736733,correct
species,Striatum,high_confidence,1.0,HOMBA:10333,striatum (neostriatum),bm25+exact+fuzzy+hierarchy_parent,Striatum,Striatum,,1.0,regions of striatum,0.7554,correct
species,Subceruleus,high_confidence,1.0,HOMBA:12500,subcoeruleus nucleus,bm25+exact+fuzzy+hierarchy_parent,Subceruleus,Subceruleus,,1.0,"subcoeruleus nucleus, dorsal division",0.671875,correct
species,Subgeniculate nucleus,high_confidence,1.0,HOMBA:AA30324,subgeniculate nucleus,bm25+exact+fuzzy,Subgeniculate nucleus,Subgeniculate nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Subicular complex,high_confidence,1.0,HOMBA:266441673,subicular complex,bm25+exact+fuzzy,Subicular complex,Subicular complex,,1.0,subplate-derived cell layer of subicular complex,0.493497,correct
species,Subiculum,high_confidence,1.0,HOMBA:10302,subiculum proper (strictly defined subiculum),bm25+exact+fuzzy+hierarchy_parent,Subiculum,Subiculum,,1.0,major division of subiculum,0.789559,correct
species,Submedius thalamic nucleus,high_confidence,1.0,HOMBA:AA30278,submedius thalamic nucleus,bm25+exact+fuzzy,Submedius thalamic nucleus,Submedius thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.97,correct
species,Subparafascicular Nucleus,high_confidence,1.0,HOMBA:13054,subparafascicular nucleus of thalamus,bm25+exact+fuzzy,Subparafascicular Nucleus,Subparafascicular Nucleus,,1.0,ventral midline nuclei of thalamus,0.8342,correct
species,Subparafascicular nucleus,high_confidence,1.0,HOMBA:13054,subparafascicular nucleus of thalamus,bm25+exact+fuzzy,Subparafascicular nucleus,Subparafascicular nucleus,,1.0,ventral midline nuclei of thalamus,0.8342,correct
species,Substantia nigra,high_confidence,1.0,HOMBA:12251,substantia nigra,bm25+exact+fuzzy+hierarchy_parent,Substantia nigra,Substantia nigra,,1.0,"substantia nigra, compact division",0.660445,correct
species,Substantia nigra (compact part),high_confidence,1.0,HOMBA:12252,"substantia nigra, compact division",bm25+exact+fuzzy,Substantia nigra (compact part),Substantia nigra (compact part),compact,1.0,"substantia nigra, compact division, dorsal subdivision",0.948125,correct
species,Substantia nigra (lateral part),high_confidence,1.0,HOMBA:12257,"substantia nigra, lateral division",bm25+exact+fuzzy,Substantia nigra (lateral part),Substantia nigra (lateral part),lateral,1.0,substantia nigra,0.88,correct
species,Substantia nigra (reticular part),high_confidence,1.0,HOMBA:12259,"substantia nigra, reticular division",bm25+exact+fuzzy,Substantia nigra (reticular part),Substantia nigra (reticular part),reticular,1.0,substantia nigra,0.88,correct
species,"Substantia nigra, compact part",high_confidence,1.0,HOMBA:12252,"substantia nigra, compact division",bm25+exact+fuzzy,"Substantia nigra, compact part","Substantia nigra, compact part",compact,1.0,"substantia nigra, compact division, dorsal subdivision",0.948125,correct
species,"Substantia nigra, lateral part",high_confidence,1.0,HOMBA:12257,"substantia nigra, lateral division",bm25+exact+fuzzy,"Substantia nigra, lateral part","Substantia nigra, lateral part",lateral,1.0,substantia nigra,0.675805,correct
species,"Substantia nigra, reticular part",high_confidence,1.0,HOMBA:12259,"substantia nigra, reticular division",bm25+exact+fuzzy,"Substantia nigra, reticular part","Substantia nigra, reticular part",reticular,1.0,substantia nigra,0.655583,correct
species,Subthalamic nucleus,high_confidence,1.0,HOMBA:10466,subthalamic nucleus,bm25+exact+fuzzy,Subthalamic nucleus,Subthalamic nucleus,,1.0,subthalamic fasciculus,0.273382,correct
species,Superficial gray layer of the superior colliculus,high_confidence,1.0,HOMBA:12295,superficial gray layer of superior colliculus,bm25+fuzzy,Superficial gray layer of the superior colliculus,superficial gray layer of superior colliculus,layer,1.0,superficial layer of superior colliculus,0.522306,correct
species,Superior Cerebellar Peduncle,high_confidence,1.0,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),bm25+exact+fuzzy,Superior Cerebellar Peduncle,Superior Cerebellar Peduncle,,1.0,decussation of superior cerebellar peduncle,0.7425,correct
species,Superior Cerebellar Peduncle Decussation,high_confidence,1.0,HOMBA:12337,decussation of superior cerebellar peduncle,bm25+fuzzy,Superior Cerebellar Peduncle Decussation,decussation of superior cerebellar peduncle,decussation,1.0,pyramidal decussation,0.36107,correct
species,Superior colliculus,high_confidence,1.0,HOMBA:12292,superior colliculus,bm25+exact+fuzzy+hierarchy_parent,Superior colliculus,Superior colliculus,,1.0,brachium of superior colliculus,0.813844,correct
species,Superior frontal gyrus,high_confidence,1.0,HOMBA:12115,superior frontal gyrus,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,,1.0,frontal lobe,0.97,correct
species,Superior paraolivary nucleus,high_confidence,1.0,HOMBA:12463,superior paraolivary nucleus,bm25+exact+fuzzy,Superior paraolivary nucleus,Superior paraolivary nucleus,,1.0,superior olivary complex,0.97,correct
species,Superior temporal gyrus,high_confidence,1.0,HOMBA:12140,superior temporal gyrus,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,,1.0,temporal lobe,0.97,correct
species,Suprageniculate nucleus,high_confidence,1.0,HOMBA:13044,suprageniculate nucleus,bm25+exact+fuzzy,Suprageniculate nucleus,Suprageniculate nucleus,,1.0,cerebellar deep nuclei,0.260505,correct
species,Supraoptic decussation,high_confidence,1.0,HOMBA:13216,supraoptic decussation,bm25+exact+fuzzy,Supraoptic decussation,Supraoptic decussation,decussation,1.0,pyramidal decussation,0.387737,correct
species,Supraoptic nucleus,high_confidence,1.0,HOMBA:10481,supraoptic nucleus,bm25+exact+fuzzy+hierarchy_parent,Supraoptic nucleus,Supraoptic nucleus,,1.0,supraoptic region of HTH,0.97,correct
species,Tail of caudate nucleus,high_confidence,1.0,HOMBA:10337,tail of caudate nucleus (caudolateral division of the CP),bm25+exact+fuzzy,Tail of caudate nucleus,Tail of caudate nucleus,,1.0,caudate nucleus (mediodorsal division of the CP),0.97,correct
species,Temporal pole,high_confidence,1.0,HOMBA:12146,temporal pole (temporopolar cortex),bm25+exact+fuzzy,Temporal pole,Temporal pole,,1.0,temporal lobe,0.97,correct
species,Third ventricle,high_confidence,1.0,HOMBA:10602,third ventricle,bm25+exact+fuzzy+hierarchy_parent,Third ventricle,Third ventricle,,1.0,regions of third ventricle,0.870192,correct
species,Transverse Fibers,high_confidence,1.0,HOMBA:AA30879,transverse fibers,bm25+exact+fuzzy,Transverse Fibers,Transverse Fibers,,1.0,transverse fibers of pons (pontine crossing tract),0.736733,correct
species,Trapezoid body,high_confidence,1.0,HOMBA:12796,trapezoid body,bm25+exact+fuzzy,Trapezoid body,Trapezoid body,,1.0,nucleus of trapezoid body,0.680833,correct
species,Ventral anterior thalamic nucleus,high_confidence,1.0,HOMBA:10417,ventral anterior nucleus of thalamus,bm25+exact+fuzzy,Ventral anterior thalamic nucleus,Ventral anterior thalamic nucleus,ventral,1.0,anterior nuclear complex of thalamus,0.6952,correct
species,Ventral endopiriform claustrum,high_confidence,1.0,HOMBA:AA30854,ventral endopiriform nucleus,bm25+exact+fuzzy,Ventral endopiriform claustrum,Ventral endopiriform claustrum,ventral,1.0,endopiriform nucleus,0.753867,correct
species,Ventral hippocampal commissure,high_confidence,1.0,HOMBA:12023,ventral hippocampal commissure,bm25+exact+fuzzy,Ventral hippocampal commissure,Ventral hippocampal commissure,ventral,1.0,hippocampal commissure,0.753867,correct
species,Ventral pallidum,high_confidence,1.0,HOMBA:10345,ventral pallidum,bm25+exact+fuzzy,Ventral pallidum,Ventral pallidum,ventral,1.0,globus pallidus (paleostriatum),0.705435,correct
species,Ventral tegmental area,high_confidence,1.0,HOMBA:12261,ventral tegmental area,bm25+exact+fuzzy,Ventral tegmental area,Ventral tegmental area,ventral,1.0,ventral tegmental tract in hindbrain,0.876515,correct
species,Ventromedial hypothalamic nucleus,high_confidence,1.0,HOMBA:10488,ventromedial hypothalamic nucleus,bm25+exact+fuzzy+hierarchy_parent,Ventromedial hypothalamic nucleus,Ventromedial hypothalamic nucleus,,1.0,core of ventromedial hypothalamic nucleus,0.75465,correct
species,Xiphoid thalamic nucleus,high_confidence,1.0,HOMBA:AA30277,xiphoid thalamic nucleus,bm25+exact+fuzzy,Xiphoid thalamic nucleus,Xiphoid thalamic nucleus,,1.0,ventral midline nuclei of thalamus,0.97,correct
species,Dorsal Lateral Geniculate,high_confidence,0.9975,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),bm25+fuzzy,Dorsal Lateral Geniculate,dorsal lateral geniculate nucleus,dorsal;lateral,1.0,pregeniculate nucleus (ventral lateral geniculate nucleus),0.660104,correct
species,Ventral posterolateral thalamic nucleus,high_confidence,0.9975,HOMBA:10424,ventral posterior lateral nucleus,bm25+fuzzy,ventral posterolateral nucleus of thalamus,ventral posterolateral nucleus,ventral,1.0,ventral lateral nucleus of thalamus,0.888079,correct
species,Ventral posteromedial thalamic nucleus,high_confidence,0.9975,HOMBA:10425,ventral posterior medial nucleus,bm25+fuzzy,ventral posteromedial nucleus of thalamus,ventral posteromedial nucleus,ventral,1.0,ventral medial nucleus of thalamus,0.880708,correct
species,"Lateral lemniscus, unspecified",high_confidence,0.997155,HOMBA:12760,lateral lemniscus,bm25+fuzzy,"Lateral lemniscus, unspecified",lateral lemniscus,lateral,1.0,nuclei of lateral lemniscus,0.75538,correct
species,"Cingulate gyrus, posterior",high_confidence,0.996027,HOMBA:10285,posterior cingulate cortex (PCC),bm25+fuzzy,cingulate cortex posterior,posterior cingulate cortex,posterior,1.0,"cingulate gyrus, caudal (posterior) part",0.889801,correct
species,"Frontal orbital cortex, lateral",high_confidence,0.993571,HOMBA:10205,"lateral orbital frontal cortex (OFCl, area 12/47)",bm25+fuzzy,"Frontal orbital cortex, lateral",lateral orbital frontal cortex,lateral,1.0,orbital frontal cortex,0.63524,correct
species,"Frontal orbital cortex, medial",high_confidence,0.989407,HOMBA:10195,medial orbital frontal cortex (area 14),bm25+fuzzy,"Frontal orbital cortex, medial",medial orbital frontal cortex,medial,1.0,orbital frontal cortex,0.638476,correct
species,"Medial lemniscus, unspecified",high_confidence,0.986071,HOMBA:12763,medial lemniscus,bm25+fuzzy,"Medial lemniscus, unspecified",medial lemniscus,medial,1.0,decussation of medial lemniscus,0.737214,correct
species,Sensory Root of the Trigeminal Nerve,high_confidence,0.984079,HOMBA:12867,sensory root of trigeminal nerve,bm25+fuzzy,sensory roots of the the trigeminal nerve,sensory roots of the trigeminal nerve,,1.0,root of trigeminal nerve,0.97,correct
species,External globus pallidus,high_confidence,0.978625,HOMBA:10343,external division of globus pallidus,bm25+fuzzy,External globus pallidus,external division of globus pallidus,external,1.0,external medullary lamina of globus pallidus,0.806322,correct
species,Lateral ventricle,high_confidence,0.976667,HOMBA:10598,body of lateral ventricles,bm25+fuzzy,Lateral ventricle,body of lateral ventricle,lateral,1.0,atrium of lateral ventricles,0.946389,correct
